Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
He Tong,Ore Carrier,152305,297633,2009,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,,2400,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,21.4,55,MAN Energy Solutions,China P.R.,China P.R.,57,Bulkers,
HL Tubarao,Ore Carrier,152219,299688,2011,339.95,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,,24400,,,,,,,N,7RT-flex82T-A,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,15.3,21.42,55,CSSC,South Korea,South Korea,2226,Bulkers,
HL Brazil,Ore Carrier,152219,299688,2011,339.95,In Service,H-Line Shipping,H-Line Shipping,H-Line Shipping,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,,24047,,,,,,,N,7RT-flex82T-A,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,15.3,21.42,55,CSSC,South Korea,South Korea,2227,Bulkers,
He Yong,Ore Carrier,152148,297738,2009,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,21.4,55,MAN Energy Solutions,China P.R.,China P.R.,58,Bulkers,
He Ping,Ore Carrier,152148,297759,2009,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,,,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,21.4,55,MAN Energy Solutions,China P.R.,China P.R.,59,Bulkers,
Yu Zhong Hai,Ore Carrier,152148,297959,2010,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Panama,Pending,IFO 380,Diesel 2-Stroke,,,2250,20280,IFO 380,,,,,,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,21.4,55,MAN Energy Solutions,China P.R.,China P.R.,74,Bulkers,
Yu Hua Hai,Ore Carrier,152148,297846,2010,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Panama,Pending,IFO 380,Diesel 2-Stroke,,,2250,20280,IFO 380,,,,,,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,21.4,55,MAN Energy Solutions,China P.R.,China P.R.,75,Bulkers,
Gemma,Ore Carrier,151915,313049,2012,330,In Service,Ilva Servizi,ILVA Group,Ilva Servizi,Italy,,IFO 380,Diesel 2-Stroke,,,,25200,,,,,,128,N,6RTA84T-D,RTA84,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,15,22.1,57,CSSC,China P.R.,Italy,OC3000-5,Bulkers,
CSB Talent,Ore Carrier,151825,315042,2013,330,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,3420,28500,,,,,,116.8,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,15,21.4,57,CSSC,China P.R.,China P.R.,OC3000-10,Bulkers,
CSB Glory,Ore Carrier,151825,315063,2011,330,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,,3420,28500,,,,,,115,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,,21.4,57,CSSC,China P.R.,China P.R.,OC3000-2,Bulkers,
CSB Prosperity,Ore Carrier,151825,315279,2012,330,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,,3420,28500,,,,,,115,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,,22.1,57,CSSC,China P.R.,China P.R.,OC3000-1,Bulkers,
CSB Brilliant,Ore Carrier,151825,315279,2012,330,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,3420,28500,,,,,,116.8,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,,21.4,57,CSSC,China P.R.,China P.R.,OC3000-7,Bulkers,
CSB Years,Ore Carrier,151825,315063,2012,330,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,3420,28500,,,,,,116.8,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,,22.1,57,CSSC,China P.R.,China P.R.,OC3000-8,Bulkers,
CSB Herald,Ore Carrier,151825,315146,2012,330,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,3420,28500,,,,,,116.8,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,,21.1,57,CSSC,China P.R.,China P.R.,OC3000-9,Bulkers,
Abigail N,Ore Carrier,151448,297430,2009,327,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,2250,20280,IFO 380,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,United States,81,Bulkers,
Daniel N,Ore Carrier,151448,297359,2011,327,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,2250,20280,IFO 380,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,United States,109,Bulkers,
Julia N,Ore Carrier,151448,297077,2012,327,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,2241,21840,,,,,,,N,6S80MC6.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,,21.4,55,MAN Energy Solutions,Japan,United States,148,Bulkers,
Hugo N,Ore Carrier,151448,297088,2011,327,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,2250,20280,,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,,21.4,55,MAN Energy Solutions,Japan,United States,119,Bulkers,
Helen N,Ore Carrier,151448,297204,2011,327,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,2250,20280,,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,,21.4,55,MAN Energy Solutions,Japan,United States,128,Bulkers,
He Li,Ore Carrier,151161,297381,2010,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,2340,22700,IFO 380,,,,,85,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,China P.R.,105,Bulkers,
Bengang,Ore Carrier,151094,297171,2011,327,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Liberia,Pending,IFO 380,Diesel 2-Stroke,,,2340,20280,IFO 380,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.43,55,MAN Energy Solutions,Japan,Japan,123,Bulkers,
Oita Maru,Ore Carrier,151094,297736,2010,327,In Service,Mizuho Sangyo,Mizuho Sangyo,Nippon Yusen Kaisha,Japan,Pending,IFO 380,Diesel 2-Stroke,,,2340,20280,IFO 380,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,17.4,21.4,55,MAN Energy Solutions,Japan,Japan,106,Bulkers,
Baosteel Elaboration,Ore Carrier,151094,297567,2009,327,In Service,Mitsui OSK Lines,Mitsui OSK Lines,,Panama,Pending,IFO 380,Diesel 2-Stroke,,,2340,22700,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,Japan,73,Bulkers,
Nova Era,Ore Carrier,151094,297442,2008,327,In Service,Mitsui OSK Lines,Mitsui OSK Lines,,Liberia,Pending,IFO 380,Diesel 2-Stroke,,,2340,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,Japan,69,Bulkers,
Guofeng Enterprise,Ore Carrier,150981,260995,1993,330,In Service,Zodiac Maritime,Zodiac Maritime,,Liberia,,IFO 180,Diesel 2-Stroke,,,,25487,IFO 380,,,,,,N,7S80MC Mk4,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.4,19.72,59,MAN Energy Solutions,Japan,United Kingdom,1395,Bulkers,
COSCO Ansteel,Ore Carrier,150971,297719,2009,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,,23280,IFO 380,,,,,,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,China P.R.,83,Bulkers,
Steven N,Ore Carrier,150971,297462,2010,327,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,2250,20280,IFO 380,,,,,,N,6S90MC-C7.2,S90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,United States,89,Bulkers,
New Ansteel,Ore Carrier,150971,297488,2009,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,China P.R.,82,Bulkers,
Shinwa Maru,Ore Carrier,150918,297541,2008,327,In Service,NS United KK,NS United KK,NS United KK,Japan,,IFO 380,Diesel 2-Stroke,,,2340,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,Japan,70,Bulkers,
Grande Progresso,Ore Carrier,150915,297351,2008,327,In Service,K-Line,K-Line,K-Line,Japan,,IFO 380,Diesel 2-Stroke,,,2340,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,Japan,68,Bulkers,
Rigel,Ore Carrier,150836,297571,2009,327,In Service,K-Line,K-Line,K-Line,Japan,,IFO 380,Diesel 2-Stroke,,,2340,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,Japan,77,Bulkers,
Toyokuni,Ore Carrier,150834,297584,2009,327,In Service,K-Line,K-Line,K-Line,Japan,,IFO 380,Diesel 2-Stroke,,,2340,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.3,21.4,55,MAN Energy Solutions,Japan,Japan,76,Bulkers,
He Ying,Ore Carrier,150161,297679,2010,327,In Service,COSCO Shipping Bulk,China COSCO Shipping,COSCO Shipping Bulk,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,,2340,22700,IFO 380,,,,,85,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,21.4,55,MAN Energy Solutions,Japan,China P.R.,104,Bulkers,
Handan Steel,Ore Carrier,149282,264971,1994,333,In Service,Zodiac Maritime,Zodiac Maritime,,Liberia,Pending,IFO 380,Diesel 2-Stroke,,0,,20057,IFO 380,,,,,10,N,7RTA84T,RTA84,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Sulzer,13,19.06,60,Sulzer,Japan,United Kingdom,3049,Bulkers,65
Sinotrader,Ore Carrier,148619,267906,1993,333,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,South Korea,,IFO 380,Diesel 2-Stroke,,,,20079,IFO 380,,,,,,N,7RTA84M,RTA84,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Sulzer,15,21.64,60.05,Sulzer,China P.R.,South Korea,3028,Bulkers,79.1
Janice N,Ore Carrier,148533,246340,1995,321.95,In Service,Neu Seeschiffahrt,General Ore Corp.,Neu Seeschiffahrt,Liberia,,IFO 380,Diesel 2-Stroke,,,,21918,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,14.3,19.88,58.04,Mitsubishi HI,Unknown,United States,2080,Bulkers,75.2
Sinoglory,Ore Carrier,148257,265816,1992,321.95,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,South Korea,,IFO 180,Diesel 2-Stroke,,,,21918,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,15.25,19.88,58.03,Mitsubishi HI,China P.R.,South Korea,2068,Bulkers,72
Pacific Coral,Ore Carrier,148169,265278,1995,324,In Service,Cido Shipping,Cido Shipping,,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,24272,IFO 380,,,,,,N,7L90MC Mk1,L90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,19.52,56,MAN Energy Solutions,Unknown,South Korea,401,Bulkers,86
Berge Kangchenjunga,Ore Carrier,148159,263237,1994,321.95,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Isle of Man,Fitted,IFO 380,Diesel 2-Stroke,,,,19726,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,14.7,19.84,58,Mitsubishi HI,China P.R.,Bermuda,2077,Bulkers,74.5
Pacific Ruby,Ore Carrier,147902,265647,1993,324,In Service,Cido Shipping,Cido Shipping,Polaris Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,21772,IFO 380,,,,,,N,7L90MC Mk1,L90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.5,19.5,56,MAN Energy Solutions,China P.R.,South Korea,387,Bulkers,
Stellar Galaxy,Ore Carrier,147697,263130,1993,321.95,In Service,Polaris Shipping,Polaris Shipping,Polaris Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,,20594,IFO 380,,,,,,N,7UEC75LSII,UEC75,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,14.4,19.6,58,Mitsubishi HI,China P.R.,South Korea,2071,Bulkers,72.3
Sinocarrier,Ore Carrier,147303,266307,1992,324,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,South Korea,,IFO 380,Diesel 2-Stroke,,,,21771,IFO 380,,,,,,N,7L90MC Mk1,L90,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.2,20.96,56,MAN Energy Solutions,China P.R.,South Korea,384,Bulkers,
Berge Fuji,Ore Carrier,145963,268025,1996,323.99,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Isle of Man,,IFO 380,Diesel 2-Stroke,,,,21846,IFO 380,,,,,,N,6S80MC Mk4,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.4,20.48,56.6,MAN Energy Solutions,Japan,Bermuda,4861,Bulkers,80.7
HBIS Sunrise,Ore Carrier,145217,268132,1992,315,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Panama,,IFO 380,Diesel 2-Stroke,,,,19932,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,15,19.25,60,Mitsubishi HI,China P.R.,South Korea,2054,Bulkers,
Berge Lhotse,Ore Carrier,144149,275616,1995,326.19,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Isle of Man,,IFO 380,Diesel 2-Stroke,,,2649,21846,IFO 380,,,,,,N,6S80MC Mk4,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.9,20.48,56.6,MAN Energy Solutions,China P.R.,Bermuda,5688,Bulkers,87
K. Hope,Ore Carrier,133647,250038,2012,330,In Service,SK Shipping,SK Shipping,SK Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,3600,23600,,,,,,,N,6RT-flex82T-B,flex82T,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Wartsila 2-stroke,17.15,18,57,CSSC,South Korea,South Korea,S588,Bulkers,
NSU Justice,Ore Carrier,132868,250835,2012,329.95,In Service,NS United KK,NS United KK,NS United KK,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.1,18.12,57,MAN Energy Solutions,Japan,Japan,361,Bulkers,
NSU Pride,Ore Carrier,132868,250821,2014,329.95,In Service,NS United KK,NS United KK,NS United KK,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,345,Bulkers,
NSU Milestone,Ore Carrier,132868,250675,2013,329.95,In Service,NS United KK,NS United KK,NS United KK,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,344,Bulkers,
Cape Infinity,Ore Carrier,132589,250847,2011,329.95,In Service,K-Line,K-Line,K-Line,Panama,,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,325,Bulkers,
Iron Pilbara,Ore Carrier,132589,250895,2014,329.95,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Liberia,Pending,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,362,Bulkers,
Iron Southern Cross,Ore Carrier,132587,250993,2015,329.95,In Service,Toyo Sangyo,Seno Kisen,Toyo Sangyo,Liberia,,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,363,Bulkers,
Hyundai Dangjin,Ore Carrier,132587,251059,2012,329.95,In Service,Toyo Sangyo,Seno Kisen,Toyo Sangyo,Liberia,,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,326,Bulkers,
NSU Inspire,Ore Carrier,132537,250877,2011,329.95,In Service,NS United KK,NS United KK,NS United KK,Panama,Fitted,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,322,Bulkers,
Bao Fu,Ore Carrier,132537,250877,2010,329.95,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Baosteel Group,Panama,Pending,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,320,Bulkers,
Wugang Innovation,Ore Carrier,132466,250847,2011,329.95,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,WISCO,Japan,Fitted,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,321,Bulkers,
Orihime,Ore Carrier,132464,250950,2012,329.95,In Service,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Japan,Fitted,IFO 380,Diesel 2-Stroke,,,2640,21910,IFO 380,,,,,,N,7S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15,18.02,57,MAN Energy Solutions,Japan,Japan,341,Bulkers,
Pilbara Maru,Ore Carrier,119595,226400,2012,319.58,In Service,MOL Cape (S) Pte,Mitsui OSK Lines,MOL Cape (S) Pte,Singapore,,IFO 380,Diesel 2-Stroke,,,3120,23160,IFO 380,,,,,116,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,15.1,18.12,54,Mitsubishi HI,Japan,Japan,340,Bulkers,
Global Prosperity,Ore Carrier,119595,226415,2012,319.58,In Service,Toyo Sangyo,Seno Kisen,Toyo Sangyo,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,,3120,23160,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,17.5,18.12,54,Mitsubishi HI,Japan,Japan,329,Bulkers,
Baosteel Emotion,Ore Carrier,119446,226434,2011,319.58,In Service,Mitsui OSK Lines,Mitsui OSK Lines,,Japan,Pending,IFO 380,Diesel 2-Stroke,,,3120,22432,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,15.1,18.12,54,Mitsubishi HI,Japan,Japan,327,Bulkers,
Tom Price,Ore Carrier,119446,226381,2012,319.58,In Service,Mitsui OSK Lines,Mitsui OSK Lines,,Japan,Pending,IFO 380,Diesel 2-Stroke,,,3120,22432,IFO 380,,,,,,N,6UEC85LSII,UEC85,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,Mitsubishi,15.1,18.12,54,Mitsubishi HI,Japan,Japan,328,Bulkers,
NSS Dynamic,Ore Carrier,118305,233584,2002,316.94,In Service,NS United KK,NS United KK,NS United KK,Panama,,IFO 380,Diesel 2-Stroke,,,,21840,IFO 380,,,,,,N,6S80MC6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.1,18.12,55,MAN Energy Solutions,Japan,Japan,8008,Bulkers,
Cape Toucan,Ore Carrier,118249,233694,2004,316.9,In Service,Zodiac Maritime,Zodiac Maritime,,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,,4080,23280,IFO 380,,,,,,N,6S80MC-C6.1,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,15.4,18.1,55,MAN Energy Solutions,Japan,United Kingdom,8021,Bulkers,83.8
Ocean Lord,Ore Carrier,116995,228783,2012,324.99,In Service,Ocean Longevity,Ocean Longevity,Ocean Longevity,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2880,22500,IFO 380,,15,,,83,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.1,52.5,MAN Energy Solutions,China P.R.,Hong Kong,L0012,Bulkers,
Ocean World,Ore Carrier,116955,228800,2011,324.99,In Service,Ocean Longevity,Ocean Longevity,Ocean Longevity,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2880,23280,,,15,,,83,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.1,52.5,MAN Energy Solutions,China P.R.,Hong Kong,L0009,Bulkers,
Ocean China,Ore Carrier,116955,228915,2011,324.99,In Service,Ocean Longevity,Ocean Longevity,Ocean Longevity,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2880,23280,,,15,,,83,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.1,52.5,MAN Energy Solutions,China P.R.,Hong Kong,L0010,Bulkers,
Ocean Hongkong,Ore Carrier,116955,228517,2012,324.99,In Service,Ocean Longevity,Ocean Longevity,Ocean Longevity,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2880,23280,,,15,,,83,N,6S80MC-C7.2,S80,Diesel 2-Stroke,"Capesize Bulkers 100,000+ dwt",,MAN B. & W.,14.5,18.1,52.5,MAN Energy Solutions,China P.R.,Hong Kong,L0011,Bulkers,
