Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Atlantis Alhambra,Chem Parcel Tanker,4276,6435,2009,109,In Service,Armona Denizcilik,Armona Denizcilik,Armona Denizcilik,Malta,,IFO 180,Diesel 4-Stroke,,,1170,2638,IFO 380,,,,IC,3,,Y,8M25C,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,14.5,6.85,16.8,Caterpillar,Turkey,Turkey,117,Chemical Tankers,
Caroline A,Chem Parcel Tanker,3364,4604,2011,95.9,In Service,Marittima Emiliana,Amoretti Armatori,ExxonMobil,Italy,,IFO 180,Diesel 4-Stroke,,,1000,2640,Unspec,,,,IC,3,,Y,6L21/31,21/31,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,,5.8,15.2,MAN Energy Solutions,China P.R.,Italy,2008-3600-I,Chemical Tankers,
YM Mars,Chem Parcel Tanker,4242,6471,2011,109,In Service,Yilmar Shipping,Yilmar Shipping,Yilmar Shipping,Malta,,MDO,Diesel 4-Stroke,,,1545,2720,Unspec,,,,IC,3,,Y,8L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,14,6.65,16.8,MAN Energy Solutions,Turkey,Turkey,83,Chemical Tankers,
Fidelio,Chem Parcel Tanker,4696,6346,2014,104.75,In Service,GEFO,GEFO,GEFO,Cyprus,,IFO 380,Diesel 4-Stroke,,,1860,3920,IFO 30,,,,IC,3,,Y,7L32/44CR,32/44,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,14.5,7.45,17,MAN Energy Solutions,Turkey,Germany,1053,Chemical Tankers,
Otello,Chem Parcel Tanker,4696,6346,2014,104.75,In Service,GEFO,GEFO,GEFO,Cyprus,,IFO 380,Diesel 4-Stroke,,,1860,3920,Unspec,,,,IC,3,,Y,7L32/44CR,32/44,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,,7.45,17,MAN Energy Solutions,Turkey,Germany,1054,Chemical Tankers,
Traviata,Chem Parcel Tanker,4696,6346,2014,104.75,In Service,GEFO,GEFO,GEFO,Cyprus,,IFO 380,Diesel 4-Stroke,,,1860,3920,Unspec,,,,IC,3,,Y,7L32/44CR,32/44,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,,7.45,17,MAN Energy Solutions,Turkey,Germany,1055,Chemical Tankers,
Ocean Astro,Chemical Bulk Tanker,3166,4391,2012,92.35,In Service,Ionian Shipping,Ionian Shipping,Swedia Rederi AB,Panama,,IFO 180,Diesel 4-Stroke,,,1102,2560,Unspec,,,,IC,3,,Y,8L23/30,23/30,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,12,5.4,15.2,MAN Energy Solutions,China P.R.,Greece,YZCB-2006-3600-IV,Chemical Tankers,
Avisoa,Chem Parcel Tanker,4825,6913,2013,119.6,In Service,SOCATRA,SOCATRA,SOCATRA,Luxembourg,,IFO 380,Diesel 4-Stroke,,,1545,3060,,,,,IC,3,,Y,9L27/38 HFO,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,14,6.76,16.9,MAN Energy Solutions,Turkey,France,2050,Chemical Tankers,
Gazpromneft Nordwest,Product Carrier,1765,2600,2011,,In Service,Gazpromneft Marine,Gazprom,Gazpromneft Marine,Russia,,MDO,Diesel 4-Stroke,,,840,1472,,,,,IC,3,,Y,6N21A-UV,N21,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,11,5.19,13,Yanmar,Turkey,Russia,51,Product Tankers,
Nan Lian 202,Chemical Unknown Carrier,4048,6450,2010,103.07,In Service,Unknown,Unknown,,China P.R.,,IFO 380,Diesel 4-Stroke,,,939,2574,Unspec,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,11.5,6.5,16,Yanmar,China P.R.,Unknown,DF6450-1,Chemical Tankers,
CPC I,Oil Bunkering Tanker,1049,1601,2012,65.6,In Service,Komplekt Service,Komplekt Service,Komplekt Service,Egypt,,MDO,Diesel 4-Stroke,,,,760,,,,,IC,3,,Y,KT19-M,KT19,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Cummins Inc,9.5,3.55,11.5,Cummins Inc,China P.R.,Russia,CZ1010,Product Tankers,
Sing Da Sheng,Product Carrier,3208,4990,1996,98,In Service,Vanguard Shipping,Vanguard Shipping,Vanguard Shipping,Panama,,,Diesel 4-Stroke,,,,2207,,,,,IC,3,,Y,9L28/32A,L28/32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN B. & W. Alpha,13.8,6.38,15.6,MAN Energy Solutions,South Korea,Taiwan,1090,Product Tankers,
Gazpromneft Nordeast,Chemical Unknown Carrier,1922,2972,2008,82.98,In Service,Gazpromneft Marine,Gazprom,Gazpromneft Marine,Russia,,MGO,Diesel 4-Stroke,,,690,1492,,,,,IC,3,,Y,3508B,3508,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Caterpillar,11,5,12.51,Caterpillar,China P.R.,Russia,ZY-06(2650),Chemical Tankers,
Key Bay,Chem Parcel Tanker,3189,4500,2004,99.8,In Service,Sea Tank Chartering,Sea Tank Chartering,Sea Tank Chartering,Gibraltar,,MDO,Diesel 4-Stroke,,,1035,2718,Unspec,,,,IC,3,,Y,8L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,14,6.01,15,MAN Energy Solutions,Turkey,Norway,33,Chemical Tankers,11
AC-D,Chem Parcel Tanker,5289,7842,2008,122.53,In Service,Marinpet Petrol Deni,Marinpet Petrol Deni,Marinpet Petrol Deni,Malta,,IFO 380,Diesel 4-Stroke,,,1860,4000,Unspec,,,,IC,3,,Y,8M32C,M32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,14,6.86,17.2,Caterpillar,Turkey,Turkey,3,Chemical Tankers,
Sude-S,Chem Parcel Tanker,2802,3557,2009,93.11,In Service,Sener Petrol,Sener Petrol,Sener Petrol,Malta,,IFO 380,Diesel 4-Stroke,,,1350,1959,IFO 380,,,,IC,3,,Y,8L28/32A,28/32,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,13.5,5.7,14.5,MAN Energy Solutions,Turkey,Turkey,113,Chemical Tankers,
Fortuna 1,Product Carrier,1117,2074,1993,73.8,In Service,Seiho Kaiun,Seiho Kaiun,Seiho Kaiun,Russia,,,Diesel 4-Stroke,,,,1177,,,,,IC,3,,Y,MF29-ST,MF29,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,11.5,4.71,12.02,Yanmar,Japan,Japan,1056,Product Tankers,
Elizabeth III,Product Carrier,329,655,1962,,In Service,Swedia Ab,Swedia Ab,Swedia Ab,St. Vincent & G.,,MDO,Diesel 4-Stroke,,,,570,,,,,IC,3,,Y,3508-TA,3508,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Caterpillar,12,3.6,6.9,Caterpillar,Unknown,Sweden,7,Product Tankers,
Lidoga,Product Carrier,1896,2547,1987,77.54,In Service,Far Eastern Tanker,Far Eastern Tanker,Far Eastern Tanker,Russia,,MDO,Diesel 4-Stroke,,,,885,,,,,IC,3,,Y,8NVD48A-2U,48,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,SKL,10.2,4.76,14,SKL,Bulgaria,Russia,458,Product Tankers,
Emin Reis,Chemical Unknown Carrier,4165,6623,2010,99.98,In Service,Genka Denizcilik,Akbasoglu Group,Genka Denizcilik,Turkey,,IFO 180,Diesel 4-Stroke,,,1350,2608,Unspec,,,,IC,3,,Y,9H25/33P,25/33,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,HHI-EMD (HiMSEN),11.5,7.9,16,Hyundai HI Group,Turkey,Turkey,11,Chemical Tankers,11
Silver Kenna,Chem Parcel Tanker,3166,4393,2011,92.35,In Service,Simonsen Tankers,Simonsen Tankers,Simonsen Tankers,Danish Int'l,,IFO 180,Diesel 4-Stroke,,,1000,2560,IFO 380,,,,IC,3,,Y,8L23/30A,23/30,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,12,5.4,15.2,MAN Energy Solutions,China P.R.,Denmark,YZCB 2006 3600-III,Chemical Tankers,
Oralora,Chemical Bulk Tanker,2918,4137,2011,90,In Service,Simonsen Tankers,Simonsen Tankers,Simonsen Tankers,Danish Int'l,,IFO 380,Diesel 4-Stroke,,,640,1920,IFO 180,,,,IC,3,,Y,6L23/30H Mk.1,23/30,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,11,5.6,15.2,MAN Energy Solutions,China P.R.,Denmark,YZCB 2006 03,Chemical Tankers,
Amber II,Product Carrier,4047,6450,2012,103,In Service,Coral Shipping,Coral Shipping,Coral Shipping,Marshall Is.,,IFO 380,Diesel 4-Stroke,,,861,2574,,,,,IC,3,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,11.5,6.5,16,Yanmar,China P.R.,Greece,XWY-6450-2,Product Tankers,
Kord,Product Carrier,1400,1870,1997,75.6,In Service,Kord Co Ltd,Kord Co Ltd,Kord Co Ltd,Russia,,MDO,Diesel 4-Stroke,,,,1310,,,,,IB,4,,Y,KRMB-6,KRMB,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Ulstein Bergen,12,4.8,12.05,Rolls-Royce,Poland,Russia,503,Product Tankers,
Viktor Bakaev,Product Carrier,66855,118105,2013,249.9,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,IFO 380,Diesel 2-Stroke,,,3960,13560,IFO 380,,,,IB,4,,Y,6S60MC-C8.1,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,14.6,14.6,46,MAN Energy Solutions,South Korea,Russia,5387,Product Tankers,
Brezzamare,Chemical Unknown Carrier,2093,3087,2009,84.97,In Service,Ottavio Novella,Ottavio Novella,Ottavio Novella,Italy,,MDO,Diesel 4-Stroke,,,1350,1878,Unspec,,,,IB,4,,Y,S12R-MPTK,R,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,11,5.4,12.6,Mitsubishi HI,Turkey,Italy,46,Chemical Tankers,9
Sao Jorge,Chemical Unknown Carrier,2093,3074,2010,84.97,In Service,Transinsular,Empresa de Trafego,Transinsular,Madeira,,MDO,Diesel 4-Stroke,,,1350,1878,Unspec,,,,IB,4,,Y,S12R-MPTK,R,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,11,5.4,12.6,Mitsubishi HI,Turkey,Portugal,48,Chemical Tankers,9
Cipreia,Chemical Unknown Carrier,1446,1795,2009,69.5,In Service,Shell Cabo Verde,Shell,STASCO (Shell),Cape Verde,,MDO,Diesel 4-Stroke,,,488,1199,Unspec,,,,IB,4,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers <2,000",,Wartsila 4-stroke,11,4.8,11.5,Wartsila,Turkey,Netherlands,124,Chemical Tankers,
Lucky Sailor,Chemical & Oil Carrier,23339,37596,2009,184.31,In Service,Eastern Med,Eastern Med,Eastern Med,Malta,,IFO 380,Diesel 2-Stroke,,,2400,7860,,,,,IB,4,,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.52,27.4,MAN Energy Solutions,South Korea,Greece,2160,Product Tankers,
Baltic Swift,Chemical & Oil Carrier,23339,37566,2010,184.31,In Service,Interorient Germany,Interorient Nav,Norient Product Pool,Malta,,IFO 380,Diesel 2-Stroke,,,2400,7746,,,,,IB,4,,Y,6S46MC-C7.2,S46,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.52,27.4,MAN Energy Solutions,South Korea,Cyprus,2162,Product Tankers,
Moskovsky Prospect,Tanker,62504,114100,2010,250,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,IFO 180,Diesel 2-Stroke,,,2880,13560,IFO 380,,,,IB,4,,Y,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,,15.02,44,MAN Energy Solutions,South Korea,Russia,S482,Crude Tankers,
Suvorovsky Prospect,Tanker,62504,114000,2011,250,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,IFO 380,Diesel 2-Stroke,,,2880,13560,IFO 380,,,,IB,4,,Y,6S60MC-C7.2,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,,15.02,44,MAN Energy Solutions,South Korea,Russia,S484,Crude Tankers,
Elandra Baltic,Chemical & Oil Carrier,29694,51406,2011,183.29,In Service,Latvian Shipping,Vitol Group,Latvian Shipping,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,IB,4,52.7,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15.2,13.32,32.2,MAN Energy Solutions,South Korea,Netherlands,2220,Product Tankers,
STI Westminster,Chemical & Oil Carrier,29788,49687,2015,183.11,In Service,Scorpio Tankers,Scorpio Group,Lukoil Oil Co,Marshall Is.,Pending,IFO 380,Diesel 2-Stroke,,,3150,8090,IFO 380,,14.5,,IB,4,35,Y,6G50ME-B9.3,G50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,13,32.2,MAN Energy Solutions,South Korea,Italy,2493,Product Tankers,
Cielo Di Capri,Chemical & Oil Carrier,24184,39011,2016,184.26,In Service,D'Amico Soc di Nav,D'Amico Soc di Nav,D'Amico Soc di Nav,Malta,,IFO 380,Diesel 2-Stroke,,,3150,7280,IFO 380,,,,IB,4,31.2,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.92,27.4,MAN Energy Solutions,Vietnam,Italy,S421,Product Tankers,
Cielo Di Salerno,Chemical & Oil Carrier,24184,39309,2016,184.26,In Service,D'Amico Soc di Nav,D'Amico Soc di Nav,D'Amico Soc di Nav,Malta,,IFO 380,Diesel 2-Stroke,,,3150,7290,,,,,IB,4,31.2,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.92,27.45,MAN Energy Solutions,Vietnam,Italy,S423,Product Tankers,
Oslo TS,Tanker,62557,112949,2017,249.97,In Service,Tsakos Energy Nav,Tsakos Group,Equinor,Malta,,IFO 380,Diesel 2-Stroke,,,2625,16080,,,,,IB,4,,Y,6G60ME-C9.5,G60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,,15.02,44,MAN Energy Solutions,Romania,Greece,5016,Crude Tankers,
Stavanger TS,Tanker,62557,113737,2017,249.9,In Service,Tsakos Energy Nav,Tsakos Group,Equinor,Malta,,IFO 380,Diesel 2-Stroke,,,2625,16080,IFO 380,,,,IB,4,,Y,6G60ME-C9.5,G60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,,15,44,MAN Energy Solutions,Romania,Greece,5017,Crude Tankers,
Bergen TS,Tanker,62557,113039,2017,249.9,In Service,Tsakos Energy Nav,Tsakos Group,Equinor,Malta,,IFO 380,Diesel 2-Stroke,,,2625,10320,IFO 380,,,,IB,4,,Y,6G50ME-C9.5,G50,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,,15.02,44,MAN Energy Solutions,Romania,Greece,5018,Crude Tankers,
British Nimbus,Chemical & Oil Carrier,27659,39999,2016,183.08,In Service,ICBC Leasing,ICBC,BP Shipping,Isle of Man,Fitted,IFO 380,Diesel 2-Stroke,,,3750,8580,IFO 380,,,,IB,4,,Y,6G50ME-B9.3,G50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.14,32.2,MAN Energy Solutions,South Korea,China P.R.,2495,Product Tankers,
British Cirrus,Chemical & Oil Carrier,27659,39999,2017,183.08,In Service,ICBC Leasing,ICBC,BP Shipping,Isle of Man,Fitted,IFO 380,Diesel 2-Stroke,,,3750,8580,,,,,IB,4,,Y,6G50ME-B9.3,G50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.04,32.2,MAN Energy Solutions,South Korea,China P.R.,2497,Product Tankers,
Hafnia Bering,Chemical & Oil Carrier,24120,39067,2015,184.26,In Service,Hafnia Limited,BW Group,Hafnia Handy Pool,Singapore,,IFO 380,Diesel 2-Stroke,,,3960,7290,MGO,,,,IB,4,,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.92,27.4,MAN Energy Solutions,South Korea,Singapore,2527,Product Tankers,
Hafnia Magellan,Chemical & Oil Carrier,24120,39067,2015,184.26,In Service,Hafnia Limited,BW Group,Hafnia Handy Pool,Singapore,,IFO 380,Diesel 2-Stroke,,,3960,7290,IFO 380,,,,IB,4,,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.92,27.4,MAN Energy Solutions,South Korea,Singapore,2528,Product Tankers,
Hafnia Malacca,Chemical & Oil Carrier,24120,39067,2015,184.26,In Service,Hafnia Limited,BW Group,Hafnia Handy Pool,Singapore,,IFO 380,Diesel 2-Stroke,,,3960,7290,IFO 380,,,,IB,4,,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.92,27.4,MAN Energy Solutions,South Korea,Singapore,2529,Product Tankers,
Hafnia Soya,Chemical & Oil Carrier,24120,39067,2015,184.26,In Service,Hafnia Limited,BW Group,Hafnia Handy Pool,Singapore,,IFO 380,Diesel 2-Stroke,,,3960,7290,IFO 380,,,,IB,4,,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.92,27.4,MAN Energy Solutions,South Korea,Singapore,2573,Product Tankers,
Vernadsky Prospect,Tanker,64909,113310,2019,249.99,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,"IFO 380, LNG",Diesel 2-Stroke,,,4560,13800,,,,,IB,4,,Y,7X62DF,X62,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,WinGD,14.4,15.02,44,CSSC,South Korea,Russia,S923,Crude Tankers,
Lomonosov Prospect,Tanker,64909,113226,2018,249.99,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,IFO 380,Diesel 2-Stroke,,,4800,16695,MGO,,,,IB,4,,Y,7X62DF,X62,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,WinGD,14.6,15.02,44,CSSC,South Korea,Russia,S920,Crude Tankers,
Korolev Prospect,Tanker,64909,113232,2019,249.99,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,"IFO 380, LNG",Diesel 2-Stroke,,,4224,13800,MGO,,,,IB,4,,Y,7X62DF,X62,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,WinGD,14.5,15.02,44,CSSC,South Korea,Russia,S922,Crude Tankers,
Minerva Leo,Chemical & Oil Carrier,24090,38725,2015,184.27,In Service,Minerva Marine,Minerva Marine,Minerva Marine,Greece,,IFO 380,Diesel 2-Stroke,,,2880,7290,IFO 380,,,,IB,4,,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.91,27.4,MAN Energy Solutions,South Korea,Greece,2523,Product Tankers,
Minerva Tychi,Chemical & Oil Carrier,24090,38725,2016,184.27,In Service,Minerva Marine,Minerva Marine,Minerva Marine,Greece,,IFO 380,Diesel 2-Stroke,,,2880,7290,,,,,IB,4,,Y,6S50ME-B9.3,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.91,27.4,MAN Energy Solutions,South Korea,Greece,2524,Product Tankers,
STI Donald C. Trauscht,Chemical & Oil Carrier,29804,49990,2017,183.34,In Service,Scorpio Tankers,Scorpio Group,Scorpio MR,Marshall Is.,Pending,IFO 380,Diesel 2-Stroke,,,3150,9230,IFO 380,,14.5,,IB,4,36,Y,6S50ME-B9.5,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,13.1,32.2,MAN Energy Solutions,South Korea,Italy,2606,Product Tankers,
STI Jardins,Chemical & Oil Carrier,29804,49990,2018,183.34,In Service,Scorpio Tankers,Scorpio Group,Scorpio MR,Marshall Is.,Pending,IFO 380,Diesel 2-Stroke,,,3150,9230,IFO 380,,14.5,,IB,4,36,Y,6S50ME-B9.5,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,13.11,32.2,MAN Energy Solutions,South Korea,Italy,2608,Product Tankers,
Gerani,Chem Parcel Tanker,2997,4284,2007,94.6,In Service,Navigator Tankers,Navigator Tankers,Navigator Tankers,Greece,,IFO 180,Diesel 4-Stroke,,,750,2500,Unspec,,,,IB,4,10.5,Y,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,13,5.59,15.2,Daihatsu,China P.R.,Greece,5005,Chemical Tankers,
Bitarap,Chemical Unknown Carrier,3568,4450,2010,92.05,In Service,Turkmen Maritime,Turkmen Maritime,Turkmen Maritime,Turkmenistan,,MDO,Diesel 4-Stroke,,,,2480,,,,,IB,4,,Y,8L26,26,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,,,,Wartsila,Russia,Turkmenistan,351,Chemical Tankers,
Verige,Chemical & Oil Carrier,30638,52725,2010,195.12,In Service,Alpha Adriatic,Alpha Adriatic,Clearlake Shpg,Croatia,,IFO 380,Diesel 2-Stroke,,,3408,10185,IFO 380,,,,IB,4,,Y,7RTA48T-B,RTA48,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14,12.52,32.2,CSSC,Croatia,Croatia,709,Product Tankers,34.9
Aulac Diamond,Chem Parcel Tanker,8614,12665,2008,127.2,In Service,AuLac Corporation,AuLac Corporation,AuLac Corporation,Vietnam,,IFO 180,Diesel 2-Stroke,,,2910,4440,IFO 380,,,,IB,4,,Y,6S35MC6.1,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.7,8.71,20.4,MAN Energy Solutions,South Korea,Vietnam,1082,Chemical Tankers,
Godshand,Chemical & Oil Carrier,8482,12000,2006,134.85,Idle,Divine Marine,Divine Marine,,Nigeria,,IFO 380,Diesel 2-Stroke,,,750,4440,,,,,IB,4,,Y,6S35MC6.1,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,13.5,7.5,22,MAN Energy Solutions,China P.R.,Nigeria,8,Product Tankers,
Fantasia,Chemical & Oil Carrier,29614,51434,2009,183,In Service,Morfini,Morfini,Morfini,Italy,,IFO 380,Diesel 2-Stroke,,,3200,9480,IFO 380,,15,,IB,4,,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,13.13,32.2,MAN Energy Solutions,South Korea,Italy,486,Product Tankers,
Nordic Sund,Chem Parcel Tanker,2613,4051,2008,89,In Service,Brod. Klovning,Brod. Klovning,Essberger Tankers,Norwegian Int'l,,MGO,Diesel 4-Stroke,,,780,1985,,,,,IB,4,,Y,6M25,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,11.5,5.65,13.4,Caterpillar,Netherlands,Norway,630,Chemical Tankers,
Nordic Sola,Chem Parcel Tanker,2613,4054,2008,89,In Service,MOL Nordic Tankers,Mitsui OSK Lines,Essberger Tankers,Norwegian Int'l,,MGO,Diesel 4-Stroke,,,780,1985,,,,,IB,4,,Y,6M25,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,11.5,5.65,13,Caterpillar,Netherlands,Japan,631,Chemical Tankers,
Huemul,Chem Parcel Tanker,13666,22062,2008,161.12,In Service,Ultratank,Ultranav Naviera,Ultranav Naviera,Panama,,IFO 180,Diesel 2-Stroke,,,,8724,IFO 380,,,,IB,4,45,Y,6RTA48T-B,RTA48,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Wartsila 2-stroke,14.25,9.95,23,CSSC,Spain,Chile,489,Chemical Tankers,
Dominia,Chemical & Oil Carrier,25385,40248,2009,175.98,In Service,Morfini,Morfini,Morfini,Italy,,IFO 380,Diesel 2-Stroke,,,,9480,,,15,,IB,4,48,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.9,11.11,31,MAN Energy Solutions,South Korea,Italy,480,Product Tankers,28
Fox Sunrise,Product Carrier,1964,3364,2005,69.95,In Service,BRP Shipping,BRP Shipping,BRP Shipping,Sweden,,MDO,Diesel Electric,,,,,,,,,IB,4,,Y,DI16 44 M,DI16,Diesel Electric,"Small Product Tankers 2-9,999 dwt",,Scania,9.1,6.24,13.2,Scania,Norway,Sweden,175,Product Tankers,
Domenico Ievoli,Chem Parcel Tanker,6522,10098,2006,118.37,In Service,Marnavi,Marnavi,Marnavi,Italy,,IFO 380,Diesel 2-Stroke,,,1596,4440,IFO 380,,14,,IB,4,,Y,6S35MC6.1,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.8,8.22,19,MAN Energy Solutions,Turkey,Italy,47,Chemical Tankers,
N. Wind of Grace,Chemical & Oil Carrier,8549,11800,2005,134.85,Idle,Polmaz Ltd,Polmaz Ltd,Polmaz Ltd,Nigeria,,IFO 180,Diesel 2-Stroke,,,,3700,MGO,,,,IB,4,,Y,5S35MC6.1,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,13,7.46,22,MAN Energy Solutions,China P.R.,Nigeria,,Product Tankers,13
Nordic Sira,Chem Parcel Tanker,2613,4054,2006,89,In Service,MOL Nordic Tankers,Mitsui OSK Lines,Essberger Tankers,Norwegian Int'l,,MGO,Diesel 4-Stroke,,,780,1985,,,,,IB,4,18,Y,6M25,M25,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MaK,11.5,5.65,13.32,Caterpillar,Netherlands,Japan,598,Chemical Tankers,
