Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Gobustan,Chemical Bulk Tanker,4681,7050,2011,139.95,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Malta,,MDO,Diesel 4-Stroke,,,1050,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.6,16.3,Wartsila,Turkey,Turkey,15,Chemical Tankers,
Atyrau,Product Carrier,7848,13470,2009,150.15,In Service,Kazmortransflot,Kazmortransflot,Kazmortransflot,Azerbaijan,,IFO 380,Diesel 4-Stroke,,,,3240,,,,,Category II,1,22.15,Y,9L20,20,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 4-stroke,10,6.97,17.3,Wartsila,Russia,Kazakhstan,11,Product Tankers,
Oral,Product Carrier,7852,13002,2010,150.15,In Service,Kazmortransflot,Kazmortransflot,Kazmortransflot,Kazakhstan,,IFO 380,Diesel 4-Stroke,,,1350,3240,,,,,Category II,1,22.15,Y,9L20,20,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 4-stroke,,6.97,17.3,Wartsila,Russia,Kazakhstan,06-014,Product Tankers,
Chang Xing Zhou,Product Carrier,18382,27035,2010,158,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,39.1,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,,9.5,27.8,MAN Energy Solutions,China P.R.,China P.R.,ZJS-T001,Product Tankers,
Taihai 5,Product Carrier,3276,4201,2010,99.86,In Service,TransWorld Intl Shpg,TransWorld Intl Shpg,TransWorld Intl Shpg,Panama,,IFO 180,Diesel 4-Stroke,,,,1960,IFO 180,,,,Category II,1,,Y,8L28/32H,28/32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,MAN Energy Solutions,11,6.2,15.2,MAN Energy Solutions,China P.R.,China P.R.,YH0706,Product Tankers,7.1
Chemitec,Chem Parcel Tanker,11103,16976,2008,150.5,In Service,Anrita Shipping,Anrita Shipping,Anrita Shipping,Hong Kong,,IFO 380,Diesel 4-Stroke,,,,4400,,,,,Category II,1,,Y,8PC2.6,PC2,Diesel 4-Stroke,"Chemical Tankers 10,000+ dwt",,Pielstick,13.5,9.14,21.6,MAN Energy Solutions,China P.R.,China P.R.,17000-004,Chemical Tankers,
Liao You 121,Product Carrier,8482,11998,2007,134.85,In Service,COSCO PetroChina,China COSCO Shipping,COSCO PetroChina,China P.R.,,IFO 380,Diesel 2-Stroke,,,,4440,,,,,Category II,1,,Y,6S35MC6.1,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,13.5,7.5,22,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Ocean Integrity,Chemical Bulk Tanker,10459,16830,2008,150.66,In Service,Unknown,Unknown,,Panama,,IFO 380,Diesel 4-Stroke,,,,4400,,,,,Category II,1,,Y,8PC2.6,PC2,Diesel 4-Stroke,"Chemical Tankers 10,000+ dwt",,Pielstick,14.5,8.8,21.6,MAN Energy Solutions,China P.R.,Unknown,2006-010,Chemical Tankers,
Skypower,Asphalt & Bitumen Carrier,3726,4999,2008,101.9,In Service,Queensway Nav,Queensway Nav,Queensway Nav,Malta,,IFO 380,Diesel 4-Stroke,,,,2427,,,,,Category II,1,,Y,6N330-SN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12.5,5.9,16,Yanmar,China P.R.,Greece,HT0100,Product Tankers,
Fei Ma Zuo,Tanker,43718,75568,2009,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,13560,,,,,Category II,1,51.3,Y,6S60MC-C7.2,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,PC760-13,Crude Tankers,
Hai Tun Zuo,Product Carrier,43718,75568,2010,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,13560,,,,,Category II,1,51.3,Y,6S60MC-C7.2,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,PC760-15,Product Tankers,
Shan Hu Zuo,Product Carrier,43718,75568,2010,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,13560,,,,,Category II,1,51.3,Y,6S60MC-C7.2,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,PC760-16,Product Tankers,
Bashir Safaroglu,Product Carrier,4681,7008,2008,139.95,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.6,16.83,Wartsila,Russia,Turkey,7003,Product Tankers,
Vilesh River,Product Carrier,4681,7008,2009,139.95,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.6,16.83,Wartsila,Russia,Turkey,7005,Product Tankers,
Hazar,Product Carrier,4681,7008,2009,139.95,In Service,Turkmen Maritime,Turkmen Maritime,Turkmen Maritime,Turkmenistan,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.6,16.83,Wartsila,Russia,Turkmenistan,7007,Product Tankers,
Alforat,Product Carrier,8706,13451,2007,137.76,In Service,Iraqi Oil Tankers,Iraqi Oil Tankers,Iraqi Oil Tankers,Iraq,,IFO 380,Diesel 4-Stroke,,,1500,3824,,,,,Category II,1,,Y,8PC2.5L,PC2,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Pielstick,12.6,8.1,20.8,MAN Energy Solutions,China P.R.,Iraq,12600003,Product Tankers,
Chang Hang Hu Po,Product Carrier,31530,49985,2011,184.91,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9720,,,,,Category II,1,,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,,11.4,32.2,CSSC,China P.R.,China P.R.,BH515-5,Product Tankers,
Norient Scorpius,Chemical & Oil Carrier,25864,40429,2009,180.01,In Service,Interorient Germany,Interorient Nav,Norient Product Pool,Liberia,,IFO 380,Diesel 2-Stroke,,,3330,9480,,,,,Category II,1,,Y,6S50MC-C8.2,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11,32.2,MAN Energy Solutions,Romania,Cyprus,580,Product Tankers,
Gloriwind,Product Carrier,4587,7507,2007,115,In Service,JSC Fortune Tankers,JSC Fortune Tankers,JSC Fortune Tankers,Hong Kong,,IFO 180,Diesel 4-Stroke,,,806,2500,,,,,Category II,1,,Y,8DKM-28L,DKM,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Daihatsu,12.5,6.8,17.6,Daihatsu,China P.R.,Russia,TS0501,Product Tankers,
ABN Ruby,Asphalt & Bitumen Carrier,3686,4999,2008,101.9,In Service,Ali Bin Nasr Trans.,Ali Bin Nasr Trans.,Ali Bin Nasr Trans.,Panama,,,Diesel 4-Stroke,,,,,,,,,Category II,1,,Y,G8300ZC16B-1,G300,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wuxi Wandi,11.5,5.9,16,Cummins Inc,China P.R.,Qatar,B06-01,Product Tankers,
Lian You 10,Product Carrier,960,1293,2001,69,In Service,China Marine Bunker,China Marine Bunker,China Marine Bunker,China P.R.,,IFO 180,Diesel 4-Stroke,,,252,882,,,,,Category II,1,,Y,LB6250ZLC-4,LB250,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Zichai Power,,4.1,10.7,Zichai Power,China P.R.,China P.R.,,Product Tankers,
SVL Pride,Product Carrier,4793,7111,2010,141.5,In Service,Prime Shipping Co,PB Tankers,Prime Shipping Co,Russia,,IFO 380,Diesel 4-Stroke,,,888,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.6,16.6,Wartsila,Russia,Italy,9002,Product Tankers,
Tai Ze Xing 6,Chemical Unknown Carrier,2804,3709,2010,95.8,In Service,Taizexing Shipping,Taizexing Shipping,Taizexing Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,1941,,,,,Category II,1,,Y,8320ZCd-4,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,11.5,5.4,14.6,Guangzhou Diesel,China P.R.,China P.R.,LT0903,Chemical Tankers,
Hong Da Hai 12,Product Carrier,7524,11879,2010,134.59,In Service,Zhenhai Hengxing,Zhenhai Hengxing,Zhenhai Hengxing,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3310,,,,,Category II,1,,Y,8N330-EN,N330,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Yanmar,,7.87,20,Yanmar,China P.R.,China P.R.,DFC09-091,Product Tankers,
Hai Chang 19,Chemical Unknown Carrier,3139,3500,2012,96.6,In Service,Dalian Haichang Shpg,Dalian Haichang,Dalian Haichang Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,12.2,5.2,15,Guangzhou Diesel,China P.R.,China P.R.,CL07-03,Chemical Tankers,
Sheng Li 614,Tanker,1428,1721,1998,73.8,In Service,Sinopec Shengli,Sinopec,Sinopec Shengli,China P.R.,,IFO 380,Diesel 4-Stroke,,,372,1177,,,,,Category II,1,,Y,LB8250ZLC-2,LB250,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Zichai Power,12.3,4.4,12,Zichai Power,China P.R.,China P.R.,PC15,Product Tankers,
Hong Da Hai 10,Product Carrier,7570,11211,2009,134.5,In Service,Chimbusco Shipping,China Marine Bunker,Chimbusco Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3310,,,,,Category II,1,,Y,8N330-EN,N330,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Yanmar,13,7.6,20,Yanmar,China P.R.,China P.R.,DFC06-043,Product Tankers,12.7
Hai Chang 18,Chemical Unknown Carrier,4975,7309,2009,113.4,In Service,Dalian Haichang Shpg,Dalian Haichang,Dalian Haichang Shpg,China P.R.,,IFO 180,Diesel 4-Stroke,,,852,1913,,,,,Category II,1,,Y,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,12.6,6.5,17.8,Daihatsu,China P.R.,China P.R.,LT0703,Chemical Tankers,
Xing Hai Hua 728,Product Carrier,11656,17204,2009,150,In Service,Wenling Yinhua,Wenling Yinhua,Wenling Yinhua,China P.R.,,IFO 380,Diesel 4-Stroke,,,,4400,,,,,Category II,1,,Y,8PC2.6,PC2,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Pielstick,13,8.8,23,MAN Energy Solutions,China P.R.,China P.R.,ZX011,Product Tankers,
Feng Hai 10,Chemical Unknown Carrier,11255,16523,2010,145.5,Idle,Dongguan Fenghai,Dongguan Fenghai,,China P.R.,,IFO 380,Diesel 2-Stroke,,,,4440,,,,,Category II,1,,Y,6S35MC7.2,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,,8.8,23,MAN Energy Solutions,China P.R.,China P.R.,DPS06-010,Chemical Tankers,
Nan Lian 2,Chemical Unknown Carrier,2992,4192,2010,94.6,In Service,Shenghang Shipping,Shenghang Shipping,Shenghang Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,13,5.4,15.2,Daihatsu,China P.R.,China P.R.,KJ602,Chemical Tankers,
Guo Hong 5,Asphalt & Bitumen Carrier,4133,5914,2012,112,In Service,Zhoushan Hongfu,Zhoushan Hongfu,Zhoushan Hongfu,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2574,,,,,Category II,1,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12.67,6,16.2,Yanmar,China P.R.,China P.R.,JTG 001,Product Tankers,
Penelope,Chemical Unknown Carrier,5123,7129,2010,139.9,In Service,Prime Shipping Co,PB Tankers,Prime Shipping Co,Russia,,IFO 180,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,CW6250ZLC-1,CW250,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Weichai Heavy,,4.5,16.7,Weichai Holding,China P.R.,Italy,HCR0804,Chemical Tankers,
Yong Sheng Hua 6,Chemical Unknown Carrier,2974,4384,2015,96.6,In Service,Shanghai Huitong,Shanghai Huitong,Shanghai Huitong,China P.R.,,IFO 380,Diesel 4-Stroke,,,,1765,,,,,Category II,1,,Y,8320ZCd-4,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.8,15,Guangzhou Diesel,China P.R.,China P.R.,,Chemical Tankers,
Hua Sheng You 126,Product Carrier,4127,5530,2016,110.02,In Service,Wenzhou Huashun,Wenzhou Huashun,Wenzhou Huashun,China P.R.,,,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.8,16.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Sheng Fei 701,Product Carrier,4708,7365,2012,117.75,In Service,Shengfei Oil,Shengfei Oil,Shengfei Oil,China P.R.,,,Diesel 4-Stroke,,,,,,,,,Category II,1,,Y,,,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,,,6.78,17.6,,China P.R.,China P.R.,,Product Tankers,
Jin Wang You 15,Product Carrier,4326,6095,2010,110.3,In Service,Jinhaian Shipping,Jinhaian Shipping,Jinhaian Shipping,China P.R.,,,Diesel 4-Stroke,,,,,,,,,Category II,1,,Y,,,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,,,6,16.8,,China P.R.,China P.R.,,Product Tankers,
Hua Chen 87,Product Carrier,5207,7986,2018,118.81,In Service,Zhoushan Huacheng,Zhoushan Huacheng,Zhoushan Huacheng,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,GN8320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,11.5,6.85,16.8,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Neng Yuan 8,Product Carrier,5256,8556,2018,124.88,In Service,Dia Yuan Intl Shpg,Dia Yuan Intl Shpg,Dia Yuan Intl Shpg,China P.R.,,,Diesel 4-Stroke,,,,2574,,,,,Category II,1,,Y,6N330-EW,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12.8,6.95,17.4,Yanmar,China P.R.,China P.R.,,Product Tankers,
Jin Hong 12,Chemical Unknown Carrier,2205,2879,2018,86,In Service,Zhoushan Edible Oils,Zhoushan Edible Oils,Zhoushan Edible Oils,China P.R.,,,Diesel 4-Stroke,,,,735,,,,,Category II,1,,Y,G6300ZCA,300,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,11,4.9,13.6,Ningbo C.S.I. Power,China P.R.,China P.R.,,Chemical Tankers,
Xing Tong 6,Chem Parcel Tanker,4184,5496,2018,103.8,In Service,Quanzhou Xingtong,Quanzhou Xingtong,Quanzhou Xingtong,China P.R.,,MDO,Diesel 4-Stroke,,,,2250,,,,,Category II,1,,Y,6DKM-28e,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,12,6.2,16.5,Daihatsu,China P.R.,China P.R.,JSHT080,Chemical Tankers,
Laugarnes,Product Carrier,372,465,1978,44.97,In Service,Oliudreifing  Ehf.,Oliudreifing  Ehf.,Oliudreifing  Ehf.,Iceland,,MDO,Diesel 2-Stroke,,,,405,,,,,Category II,1,,Y,405-26VO,405,Diesel 2-Stroke,"Small Product Tankers <2,000 dwt",,B. & W. Alpha,10.5,3.14,8.73,MAN Energy Solutions,Denmark,Iceland,24,Product Tankers,
Jolly Lizzy,Product Carrier,510,593,1980,49.81,In Service,Marine Bunkers,Marine Bunkers,Marine Bunkers,Togo,,,Diesel 4-Stroke,,,,441,,,,,Category II,1,,Y,6-427-FOT,427,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Callesen,10,2.85,9.2,Bukh,Germany,United Kingdom,8004,Product Tankers,
Damai Sejahtera 8,Product Carrier,2765,3711,1984,95.6,In Service,Indo Mega Maritim,Indo Mega Maritim,Indo Mega Maritim,Indonesia,,,Diesel 4-Stroke,,,,2061,,,,,Category II,1,,Y,6EL38,EL38,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Hanshin,,5.71,14,Hanshin,Japan,Indonesia,222,Product Tankers,
Haltbakk Bergen,Chemical Unknown Carrier,672,600,1986,58.02,In Service,Haltbakk Bunkers,Haltbakk Bunkers,Haltbakk Bunkers,Norway,,IFO 380,Diesel 4-Stroke,,,,508,,,,,Category II,1,,Y,6-427-FOT,427,Diesel 4-Stroke,"Small Chemical Tankers <2,000",,Callesen,10.5,2.77,10,Bukh,Germany,Norway,8504,Chemical Tankers,
Sanduga,Product Carrier,182,299,1983,31.79,In Service,Morskiye Ekologiches,Morskiye Ekologiches,Morskiye Ekologiches,Russia,,,Diesel 4-Stroke,,,,184,,,,,Category II,1,,Y,S623TS,S623,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Sumiyoshi,8,2.9,7.4,Sumiyoshi,Japan,Russia,83115,Product Tankers,
Naviger 1,Product Carrier,4059,4190,1982,132.6,In Service,Yarbunker LLC,Yarbunker LLC,Yarbunker LLC,Russia,,MDO,Diesel 4-Stroke,,,,1473,,,,,Category II,1,,Y,8NVD48A-2U,48,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,SKL,11,3.13,16.5,SKL,Bulgaria,Russia,100,Product Tankers,
Cai Hong Dao 5,Chemical Unknown Carrier,3927,5667,2011,110.25,In Service,Xinyihai Chemical,Zhejiang Shpg Group,Xinyihai Chemical,China P.R.,,IFO 380,Diesel 4-Stroke,,,280,2574,,,,,Category II,1,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Yanmar,,6,15.8,Yanmar,China P.R.,China P.R.,DPS07-018,Chemical Tankers,
Gheba,Chemical Unknown Carrier,5123,7129,2011,137.05,In Service,Prime Shipping Co,PB Tankers,Prime Shipping Co,Russia,,IFO 380,Diesel 4-Stroke,,,744,2206,,,,,Category II,1,,Y,CW6250ZLC-1,CW250,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Weichai Heavy,10,4.5,16.7,Weichai Holding,China P.R.,Italy,HCR0805,Chemical Tankers,
Feng Hai 26,Chemical Unknown Carrier,4522,6525,2011,112.68,In Service,Dongguan Fenghai,Dongguan Fenghai,Dongguan Fenghai,China P.R.,,MDO,Diesel 4-Stroke,,,750,2310,,,,,Category II,1,,Y,7L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,,6.6,17,MAN Energy Solutions,China P.R.,China P.R.,DPS08-019,Chemical Tankers,
Qing Du 31,Product Carrier,5880,9338,2011,127.56,In Service,Yongxiu Shipping,Yongxiu Shipping,Yongxiu Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,540,2665,,,,,Category II,1,,Y,6G32,G32,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,11.5,6.8,18,Guangzhou Diesel,China P.R.,China P.R.,CX09-009YC,Product Tankers,
Ke Jin Hao,Product Carrier,5182,8000,2011,106.41,In Service,Qianjin Shipping,Qianjin Shipping,Qianjin Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,1176,3310,,,,,Category II,1,,Y,8N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,13,7.8,18.6,Yanmar,China P.R.,China P.R.,7033,Product Tankers,
Annika,Oil Bunkering Tanker,1236,1646,2012,72.97,In Service,Hans Rinck,Hans Rinck,Hans Rinck,Germany,,MDO,Diesel 4-Stroke,,,,1343,,,,,Category II,1,,Y,S8U-C2MPTK,U,Diesel 4-Stroke,"Small Product Tankers <2,000 dwt",,Mitsubishi,,3.95,11.49,Mitsubishi HI,Germany,Germany,BN005,Product Tankers,
Mekhanik Panteleev,Product Carrier,4373,5519,2011,141,In Service,VF Tanker,UCL Holding,VF Tanker,Russia,,IFO 380,Diesel 4-Stroke,,,504,2160,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,3.73,16.6,Wartsila,Russia,Russia,22,Product Tankers,
Run Jiu 8,Chemical Unknown Carrier,2998,3992,2011,97.1,In Service,Zhejiang Runjiu Shpg,Zhejiang Runjiu Shpg,Zhejiang Runjiu Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,120,5148,,,,,Category II,1,,Y,G8300ZC18B,300,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,12,5.3,15,Ningbo C.S.I. Power,China P.R.,China P.R.,DFC09-099,Chemical Tankers,
Sheng Hua 633,Chemical Unknown Carrier,2947,4421,2011,97.25,In Service,Shenzhen Haifa Shpg,Shenzhen Haifa Shpg,Shenzhen Haifa Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,200,2265,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,11.5,5.8,15,Guangzhou Diesel,Unknown,China P.R.,SF0901,Chemical Tankers,
Hai Xin You 612,Chemical Unknown Carrier,7473,11167,2012,134.21,In Service,CNAF Haixin Shipping,CNAF,CNAF Haixin Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3310,,,,,Category II,1,,Y,8N330-EN,N330,Diesel 4-Stroke,"Chemical Tankers 10,000+ dwt",,Yanmar,12.5,7.6,20,Yanmar,China P.R.,China P.R.,DH0702,Chemical Tankers,
Xin Hang 707,Product Carrier,2991,4732,2012,96.44,In Service,Zhe Jiang Xin Hang,Zhe Jiang Xin Hang,Zhe Jiang Xin Hang,China P.R.,,IFO 180,Diesel 4-Stroke,,,,735,,,,,Category II,1,,Y,GN6320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,11,5.6,15.8,Ningbo C.S.I. Power,China P.R.,China P.R.,ZHCCS1002,Product Tankers,
Karakuz,Product Carrier,4531,6640,2013,139.99,In Service,Belmax,Belmax,Belmax,Russia,,MDO,Diesel 4-Stroke,,,1170,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.18,16.6,Wartsila,Russia,Russia,271,Product Tankers,
Fairy Tale,Product Carrier,2992,4801,2012,99.93,In Service,Unknown Brazilian,Unknown Brazilian,Unknown Brazilian,Belize,,IFO 380,Diesel 4-Stroke,,,225,2060,IFO 380,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,12,5.6,15.2,Guangzhou Diesel,China P.R.,Brazil,NBDS-05-1101,Product Tankers,
JS Onsan,Product Carrier,4126,5880,2012,112,In Service,Jisung Shipping,Jisung Shipping,Jisung Shipping,South Korea,,IFO 180,Diesel 4-Stroke,,,1209,2500,MDO,,,,Category II,1,,Y,8DKM-28,DKM,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Daihatsu,12.5,6,16.2,Daihatsu,China P.R.,South Korea,AT007,Product Tankers,
Shen Kai 2,Product Carrier,5619,8693,2011,129.65,In Service,Zhonggang Shipping,Zhonggang Shipping,Zhonggang Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7,17.5,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Xing Tong 10,Product Carrier,2995,4709,2013,98.98,In Service,Quanzhou Xingtong,Quanzhou Xingtong,Quanzhou Xingtong,China P.R.,,,Diesel 4-Stroke,,,,1912,,,,,Category II,1,,Y,Unknown,,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Daihatsu,11.5,5.75,15.6,Daihatsu,China P.R.,China P.R.,,Product Tankers,
Zhong Wei 6,Product Carrier,2512,3900,2013,95.63,In Service,Maoming Zhongwei,Maoming Zhongwei,Maoming Zhongwei,China P.R.,,,Diesel 4-Stroke,,,,1545,,,,,Category II,1,,Y,6320ZCd-6,6320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,11.5,5.17,14,Guangzhou Diesel,China P.R.,China P.R.,MLPT3900-009,Product Tankers,
Heng Hui 15,Chemical Unknown Carrier,2992,4585,2015,96.6,In Service,Henghui Shipping,Henghui Shipping,Henghui Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2060,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,11.5,5.7,15.2,Guangzhou Diesel,China P.R.,China P.R.,,Chemical Tankers,
Dong Run 77,Product Carrier,2955,4510,2013,95.8,In Service,Zhejiang Dongrun,Zhejiang Dongrun,Zhejiang Dongrun,China P.R.,,LS MDO,Diesel 4-Stroke,,,,735,,,,,Category II,1,,Y,GN6320Zc3B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,5.57,15.2,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
