Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price (NB),Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
MSC Hoggar,Fully Cellular Container,8656,11655,2004,136.02,In Service,Bayraktar Denizcilik,Bayraktar Denizcilik,MSC,Turkey,,IFO 380,Diesel 2-Stroke,,820,,5920,IFO 380,,,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,8.2,20.8,MAN Energy Solutions,Turkey,Turkey,69,Containerships,26
Tanto Express,Fully Cellular Container,8652,11244,1994,144.02,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,662,,7943,,,,,,,N,6UEC52LS,UEC52,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,18,7.73,21.8,Mitsubishi HI,Japan,Indonesia,2798,Containerships,33
Tanto Permai,Fully Cellular Container,8652,11250,1994,144.02,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,662,,7943,,,,,,,N,6UEC52LS,UEC52,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,18,7.72,21.85,Mitsubishi HI,Japan,Indonesia,2797,Containerships,33
Doowoo Family,Fully Cellular Container,8628,12827,1992,139.14,In Service,Doowoo Shipping,Doowoo Shipping,Doowoo Shipping,South Korea,,IFO 380,Diesel 2-Stroke,,700,,5969,Unspec,,,,,,N,7L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.6,8.07,21.8,MAN Energy Solutions,Japan,South Korea,2732,Containerships,23
Tanto Senang,Fully Cellular Container,8612,10325,1998,140,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,710,,6509,Unspec,,,,,21,N,5RTA48T,RTA48,Diesel 2-Stroke,"Feeder 100-1,000",,Sulzer,17.1,7.51,20.5,Sulzer,South Korea,Indonesia,N-059,Containerships,
Tanto Semangat,Fully Cellular Container,8612,10313,1998,140,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,710,1979,4670,Unspec,,,,,21,N,5RTA48T,RTA48,Diesel 2-Stroke,"Feeder 100-1,000",,Sulzer,17.13,7.51,20.5,Sulzer,South Korea,Indonesia,N-060,Containerships,
Vania,Fully Cellular Container,8570,12839,1992,139.14,In Service,Trans Victoria,Trans Victoria,Trans Victoria,Mongolia,,IFO 380,Diesel 2-Stroke,,700,,5969,Unspec,,,,,,N,7L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.6,8.07,21.8,MAN Energy Solutions,Japan,U.A.E.,2731,Containerships,23
Haian Park,Fully Cellular Container,8500,12649,2000,144.83,In Service,Hai An Transport,Hai An Transport,Hai An Transport,Vietnam,,IFO 380,Diesel 2-Stroke,,787,1230,7986,IFO 380,,,,,16.5,N,6L50MC Mk5,L50,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.3,6.3,22.4,MAN Energy Solutions,Japan,Vietnam,428,Containerships,30.7
SITC Manila,Fully Cellular Container,8500,12649,2000,144.83,In Service,SITC,SITC,SITC,Hong Kong,,IFO 380,Diesel 2-Stroke,,787,,7986,,,,,,16.5,N,6L50MC Mk5,L50,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.3,6.3,22.4,MAN Energy Solutions,Japan,China P.R.,430,Containerships,30.7
Kiti Bhum,Fully Cellular Container,8443,10908,1997,135.9,In Service,RCL,RCL,RCL,Singapore,,IFO 380,Diesel 2-Stroke,,889,,3898,Unspec,,,,,21.5,N,6UEC45LA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,16,8,22,Mitsubishi HI,Japan,Thailand,1472,Containerships,19.2
Lila Bhum,Fully Cellular Container,8443,10908,1997,135.9,In Service,RCL,RCL,EAS Da Tong,Singapore,,IFO 380,Diesel 2-Stroke,,889,,3898,Unspec,,,,,21.5,N,6UEC45LA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,16,8,22,Mitsubishi HI,Japan,Thailand,1473,Containerships,19.5
Burak Bayraktar,Fully Cellular Container,8323,11655,2002,136.02,In Service,Bayraktar Denizcilik,Bayraktar Denizcilik,MSC,Turkey,,IFO 180,Diesel 2-Stroke,,858,,5920,Unspec,,16,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,8.2,20.8,MAN Energy Solutions,Turkey,Turkey,68D,Containerships,26
CMA CGM Lotus,Fully Cellular Container,8275,9389,1999,136.43,In Service,CMA CGM,CMA CGM,CMA CGM,Egypt,,IFO 380,Diesel 4-Stroke,,875,1977,6300,,,,,,,N,6L48/60,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,16,7.45,20.5,MAN Energy Solutions,Turkey,France,11,Containerships,25
Southern Pearl,Fully Cellular Container,8261,9844,2018,110,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,600,,4980,,,,,,,N,6UEC33LSE-C2,UEC33,Diesel 2-Stroke,"Feeder 100-1,000",,Japan Engine Corp,16,6.1,22.3,Japan Engine Corp,China P.R.,Singapore,TK1301,Containerships,
SSL Chennai,Fully Cellular Container,8214,11506,1998,131.33,In Service,Shreyas Shipping,Transworld Group,Shreyas Shipping,India,,IFO 380,Diesel 2-Stroke,,700,,7972,,,,,,,N,8L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17,8.22,23,MAN Energy Solutions,Japan,U.A.E.,305,Containerships,31.3
Meratus Kupang,Fully Cellular Container,8203,10500,1997,128.01,In Service,Pelayaran Meratus,Pelayaran Meratus,Pelayaran Meratus,Indonesia,,IFO 380,Diesel 2-Stroke,,802,1350,7174,Unspec,,,,,,N,7S42MC6,S42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,7.82,23,MAN Energy Solutions,Singapore,Indonesia,1050,Containerships,27.5
Hijau Sejuk,Fully Cellular Container,8203,10548,1998,128.84,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 2-Stroke,,802,1590,7174,Unspec,,,,,,N,7S42MC6,S42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,7.82,23,MAN Energy Solutions,Singapore,Indonesia,1051,Containerships,27.5
Meratus Kalabahi,Fully Cellular Container,8203,10488,1998,128.86,In Service,Pelayaran Meratus,Pelayaran Meratus,Pelayaran Meratus,Indonesia,,IFO 380,Diesel 2-Stroke,,802,1350,7284,Unspec,,,,,,N,7S42MC6,S42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,7.82,23,MAN Energy Solutions,Singapore,Indonesia,H1026,Containerships,27.5
Meratus Kelimutu,Fully Cellular Container,8203,10488,1998,128.86,In Service,Pelayaran Meratus,Pelayaran Meratus,Pelayaran Meratus,Indonesia,,IFO 380,Diesel 2-Stroke,,802,1590,7167,Unspec,,,,,,N,7S42MC6,S42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,7.8,23,MAN Energy Solutions,Singapore,Indonesia,H1027,Containerships,27.5
Tanto Surya,Fully Cellular Container,8168,8972,1985,130,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,480,948,4303,Unspec,,,,,,N,6UEC45L,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15,7.02,21.01,Mitsubishi HI,Japan,Indonesia,563,Containerships,18
Tanto Selalu,Fully Cellular Container,8075,10489,2017,130,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,788,2424,4350,,,,,,,N,5S35MC-C9.2,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,,5.8,23,MAN Energy Solutions,China P.R.,Indonesia,BD1601,Containerships,
Hai Feng Lian Xing,Fully Cellular Container,8000,9500,2002,144.83,In Service,Unknown Chinese,Unknown Chinese,SITC,China P.R.,,IFO 380,Diesel 2-Stroke,,850,,7980,Unspec,,,,,,N,6L50MC6.1,L50,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,18,6.3,22.4,MAN Energy Solutions,Japan,China P.R.,440,Containerships,30
JJ Nagoya,Fully Cellular Container,7998,10528,1995,135.2,In Service,Shanghai Jinjiang,Shanghai Jinjiang,Shanghai Jinjiang,Hong Kong,,IFO 180,Diesel 2-Stroke,,668,,8190,Unspec,,,,,,N,6RTA52U,RTA52,Diesel 2-Stroke,"Feeder 100-1,000",,Sulzer,17.3,7.72,20.8,Sulzer,Spain,China P.R.,351,Containerships,29
Chun Jin,Fully Cellular Container,7998,10528,1996,135.2,In Service,Shanghai Jinjiang,Shanghai Jinjiang,Shanghai Jinjiang,China P.R.,,IFO 180,Diesel 2-Stroke,,668,,8190,Unspec,,,,,,N,6RTA52U,RTA52,Diesel 2-Stroke,"Feeder 100-1,000",,Sulzer,17.3,7.72,20.8,Sulzer,Spain,China P.R.,352,Containerships,29
JJ Tokyo,Fully Cellular Container,7998,10582,1995,135.2,In Service,Shanghai Jinjiang,Shanghai Jinjiang,Shanghai Jinjiang,Hong Kong,,IFO 180,Diesel 2-Stroke,,668,,9356,Unspec,,,,,,N,6RTA52U,RTA52,Diesel 2-Stroke,"Feeder 100-1,000",,Sulzer,17.3,7.72,20.8,Sulzer,Spain,China P.R.,349,Containerships,29
Qiu Jin,Fully Cellular Container,7998,10582,1995,135.2,In Service,Shanghai Jinjiang,Shanghai Jinjiang,Shanghai Jinjiang,China P.R.,,IFO 180,Diesel 2-Stroke,,668,,9356,Unspec,,,,,,N,6RTA52U,RTA52,Diesel 2-Stroke,"Feeder 100-1,000",,Sulzer,17.3,7.72,20.8,Sulzer,Spain,China P.R.,350,Containerships,29
Hijau Segar,Fully Cellular Container,7959,9865,1999,133.18,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 4-Stroke,,812,,7499,,,,,,,N,6M601C,M601,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.8,20.8,Caterpillar,Turkey,Indonesia,60,Containerships,26
Victory Unido,Fully Cellular Container,7869,10747,1994,129.78,Laid Up,Victory Star Shpg,Victory Star Shpg,Victory Star Shpg,Philippines,,IFO 380,Diesel 2-Stroke,,841,,6976,,,,,,,N,7L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.5,8.33,22,MAN Energy Solutions,Japan,Philippines,1431,Containerships,29
Kota Tampan,Fully Cellular Container,7725,10683,2004,133,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,746,,5920,,,,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.4,20,MAN Energy Solutions,South Korea,Singapore,446,Containerships,22
Kota Tabah,Fully Cellular Container,7725,10683,2004,133,In Service,PIL,PIL,PIL,Liberia,,IFO 380,Diesel 2-Stroke,,746,,5920,,,,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.4,20,MAN Energy Solutions,South Korea,Singapore,447,Containerships,22
Zhe Hai 331,Fully Cellular Container,7722,10964,1983,134.45,Idle,Taizhou Jianghai,Taizhou Jianghai,Taizhou Jianghai,China P.R.,,IFO 380,Diesel 2-Stroke,,672,,5180,Unspec,,,,,,N,8L45GB,L45,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7.75,20.86,MAN Energy Solutions,China P.R.,China P.R.,1101,Containerships,23
Dongjin Fortune,Fully Cellular Container,7683,10728,2002,130.36,In Service,Dong Jin Shipping,Dong Jin Shipping,Dong Jin Shipping,South Korea,,IFO 380,Diesel 2-Stroke,,728,,5920,,,,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.4,20,MAN Energy Solutions,South Korea,South Korea,439,Containerships,22.4
Kota Tenaga,Fully Cellular Container,7683,10701,2002,130.36,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,728,,5600,,,,,,,N,8S35MC Mk6,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.4,20,MAN Energy Solutions,South Korea,Singapore,440,Containerships,22.4
Kota Teguh,Fully Cellular Container,7683,10728,2002,130.36,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,728,,5920,,,,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.4,20,MAN Energy Solutions,South Korea,Singapore,438,Containerships,22.4
Sunny Dahlia,Fully Cellular Container,7683,10728,2002,130.36,In Service,KMTC,KMTC,KMTC,South Korea,,IFO 380,Diesel 2-Stroke,,728,,5920,,,,,,,N,8S35MC6.1,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.4,20,MAN Energy Solutions,South Korea,South Korea,437,Containerships,22.4
Energy,Fully Cellular Container,7660,9368,2004,134.65,In Service,JR Shipping BV,JR Shipping BV,,Madeira,,IFO 380,Diesel 4-Stroke,,750,700,7200,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7,21.5,Caterpillar,Romania,Netherlands,553/4037,Containerships,31.3
Enforcer,Fully Cellular Container,7642,9450,2003,134.65,In Service,JR Shipping BV,JR Shipping BV,CMA CGM,Netherlands,,IFO 380,Diesel 4-Stroke,,750,700,7200,Unspec,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7,21.5,Caterpillar,Netherlands,Netherlands,540,Containerships,33
Encounter,Fully Cellular Container,7642,9450,2004,133.9,In Service,JR Shipping BV,JR Shipping BV,Containerships PLC,Netherlands,,IFO 380,Diesel 4-Stroke,,750,700,7200,Unspec,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7,21.5,Caterpillar,Romania,Netherlands,544,Containerships,33
Energizer,Fully Cellular Container,7642,9450,2004,134.65,In Service,JR Shipping BV,JR Shipping BV,Unifeeder,Netherlands,,IFO 380,Diesel 4-Stroke,,750,,7200,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7,21.5,Caterpillar,Romania,Netherlands,553,Containerships,33
PAC Cergas,Fully Cellular Container,7542,8089,2017,123,In Service,Pacific Carriers,Pacific Carriers,Pacific Carriers,Singapore,,MGO,Diesel 4-Stroke,,528,,3880,,,,,,,N,6EY26W,EY26,Diesel 4-Stroke,"Feeder 100-1,000",,Yanmar,11.6,5,24.4,Yanmar,China P.R.,Singapore,PX1066,Containerships,11.88
Nagara,Fully Cellular Container,7432,6887,2018,136.25,In Service,Imoto Shoun,Imoto Shoun,Imoto Shoun,Japan,,IFO 380,Diesel 2-Stroke,,670,1720,5220,,,,,,,N,6S35ME-B9.5,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,6,21,MAN Energy Solutions,Japan,Japan,547,Containerships,
Run Long,Fully Cellular Container,7401,9157,1998,127,In Service,Namsung Shipping,Namsung Shipping,Namsung Shipping,Panama,,IFO 380,Diesel 2-Stroke,,706,,5590,,,,,,,N,8S35MC Mk4,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,7.41,20,MAN Energy Solutions,South Korea,South Korea,396,Containerships,22
Vietsun Pacific,Fully Cellular Container,7400,9200,2003,124.19,In Service,Vietsun Corp,Vietsun Corp,Vietsun Corp,Vietnam,,IFO 380,Diesel 4-Stroke,,648,1200,4320,,,,,,,N,9M32C,M32,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15,6.45,18.2,Caterpillar,China P.R.,Vietnam,2001YZJ-640C43,Containerships,16.5
Oyster,Fully Cellular Container,7393,9503,2008,136.12,Idle,Net Denizcilik,Net Denizcilik,,Panama,,IFO 180,Diesel 4-Stroke,,751,,7995,IFO 380,,,,,,N,8M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.6,7.85,18.62,Caterpillar,Turkey,Turkey,34,Containerships,28
Diana K,Fully Cellular Container,7260,9821,1996,125.3,In Service,CMA CGM,CMA CGM,CMA CGM,Panama,,IFO 380,Diesel 2-Stroke,,642,,5590,,,,,,,N,8S35MC Mk4,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15.9,7.8,20,MAN Energy Solutions,South Korea,France,418,Containerships,
Yong Yue 11,Fully Cellular Container,7221,9750,2007,132.6,In Service,Zhejiang Yong Yue,Zhejiang Yong Yue,Zhejiang Yong Yue,China P.R.,,IFO 380,Diesel 4-Stroke,,655,,3824,,,,,,,N,8PC2.5,PC2,Diesel 4-Stroke,"Feeder 100-1,000",,Pielstick,14.5,8,19.2,MAN Energy Solutions,China P.R.,China P.R.,,Containerships,18.7
OSG Admiral,Fully Cellular Container,7197,9676,1997,125.3,In Service,Anrita Shipping,Anrita Shipping,CULines,Hong Kong,,IFO 380,Diesel 2-Stroke,,639,,5590,,,,,,,N,8S35MC Mk4,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,7.8,20,MAN Energy Solutions,South Korea,China P.R.,425,Containerships,22
Permai 3,Fully Cellular Container,7187,8710,1977,132.11,In Service,Jayakusuma Perdana,Jayakusuma Perdana,Jayakusuma Perdana,Indonesia,,IFO 380,Diesel 2-Stroke,,454,,4523,Unspec,,,,,,N,7K45GF,K45,Diesel 2-Stroke,"Feeder 100-1,000",,B. & W.,14,7.02,20.05,MAN Energy Solutions,Japan,Indonesia,1053,Containerships,23
Regula,Fully Cellular Container,7170,8524,2008,132.69,In Service,Rass Reederei,Rass Reederei,Seaboard Trading,Cyprus,,IFO 380,Diesel 4-Stroke,,704,,7000,,,,,,,N,7M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17,7.65,19.2,Caterpillar,China P.R.,Germany,2063,Containerships,22
Ji Yuan,Fully Cellular Container,7167,8703,1994,134.12,In Service,Ji Zhou Shipping,Ji Zhou Shipping,Ji Zhou Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,585,980,5099,,,,,,,N,6L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7.8,19.6,MAN Energy Solutions,Norway,China P.R.,851,Containerships,
CTP Java,Fully Cellular Container,7167,8703,1994,134.1,Idle,PT Pelayaran Caraka,PT Pelayaran Caraka,PT Pelayaran Caraka,Indonesia,,IFO 380,Diesel 2-Stroke,,585,1697,4962,Unspec,,,,,,N,6L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7.96,19.6,MAN Energy Solutions,Norway,Indonesia,55,Containerships,18
Ji Run,Fully Cellular Container,7167,7969,1994,134.12,In Service,Anrita Shipping,Anrita Shipping,Ji Zhou Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,585,980,5100,Unspec,,,,,,N,6L42MC Mk5,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7.8,19.6,MAN Energy Solutions,Norway,China P.R.,58,Containerships,20
Hasco Qingdao,Fully Cellular Container,7111,10002,1997,123.35,In Service,Shanghai Haihua Shpg,SIPG,Shanghai Haihua Shpg,Hong Kong,,IFO 380,Diesel 4-Stroke,,610,,5429,,,,,,,N,6R46,VASA 46,Diesel 4-Stroke,"Feeder 100-1,000",,Wartsila 4-stroke,16,7.5,20.8,Wartsila,China P.R.,China P.R.,1247,Containerships,22
Monte Brasil,Fully Cellular Container,7039,8450,1994,126.25,In Service,Transinsular,Empresa de Trafego,Transinsular,Madeira,,IFO 180,Diesel 4-Stroke,,621,1674,5399,Unspec,,,,,,N,8M552C,M552,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,16.5,7.45,19.4,Caterpillar,Germany,Portugal,1080,Containerships,25.3
Monte da Guia,Fully Cellular Container,7039,8846,1995,126.25,In Service,Transinsular,Empresa de Trafego,Transinsular,Madeira,,IFO 180,Diesel 4-Stroke,,621,1674,5999,MGO,,,,,,N,8M552C,M552,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,16.5,7.45,19.4,Caterpillar,Germany,Portugal,1081,Containerships,24
Kum Rung 7,Fully Cellular Container,7026,10425,1982,127.18,Idle,North Korea Govt,North Korea Govt,,North Korea,,IFO 380,Diesel 4-Stroke,,605,,3678,,,,,,,N,6M552AK,M552,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15,8.31,19.92,Caterpillar,Germany,North Korea,1462,Containerships,
Banga Bodor,Fully Cellular Container,7017,9692,1984,121.39,Damaged/Not in Service,HRC Shipping,HRC Shipping,One Herd Maritime,Bangladesh,,IFO 380,Diesel 2-Stroke,,512,,4001,,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.2,7.82,20.8,MAN Energy Solutions,Japan,Bangladesh,H720,Containerships,
Rasalas,Fully Cellular Container,7016,9131,2003,116.5,In Service,NMC Container Line,NMC Container Line,NMC Container Line,Philippines,,IFO 380,Diesel 2-Stroke,,513,,6480,,,,,,11,N,6S42MC6.1,S42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,8,20,MAN Energy Solutions,South Korea,Philippines,442,Containerships,
Al Waab,Fully Cellular Container,7016,9131,2003,116.5,In Service,Milaha,Milaha,Milaha,Qatar,,IFO 380,Diesel 2-Stroke,,513,,6480,,,,,,11,N,6S42MC6.1,S42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16,8,20,MAN Energy Solutions,South Korea,Qatar,443,Containerships,
PAC Cekap,Fully Cellular Container,7000,8139,2017,123,In Service,Pacific Carriers,Pacific Carriers,Pacific Carriers,Singapore,,IFO 380,Diesel 4-Stroke,,528,,3880,,,,,,,N,6EY26W,EY26,Diesel 4-Stroke,"Feeder 100-1,000",,Yanmar,,5,24.4,Yanmar,China P.R.,Singapore,PX1065,Containerships,
Tanto Lestari,Fully Cellular Container,6969,9918,1989,124.02,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,569,1324,4854,,,,,,,N,6L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7.61,20.9,MAN Energy Solutions,Japan,Indonesia,2626,Containerships,19.53
Sinar Pomalaa,Fully Cellular Container,6849,8180,2018,117.1,In Service,Samudera Shpg Line,Samudera Indonesia,Samudera Shpg Line,Indonesia,,IFO 380,Diesel 2-Stroke,,600,720,2150,,,,,,,N,6UEC33LSII,UEC33,Diesel 2-Stroke,"Feeder 100-1,000",,Japan Engine Corp,,5.6,21.8,Japan Engine Corp,China P.R.,Indonesia,NY600-01,Containerships,
Sinar Penida,Fully Cellular Container,6846,8180,2018,117.1,In Service,Samudera Shpg Line,Samudera Indonesia,Samudera Shpg Line,Indonesia,,IFO 380,Diesel 2-Stroke,,600,720,2150,,,,,,,N,6UEC33LSII,UEC33,Diesel 2-Stroke,"Feeder 100-1,000",,Japan Engine Corp,,5.6,21.8,Japan Engine Corp,China P.R.,Indonesia,NY600-02,Containerships,
Sheng Da 2,Fully Cellular Container,6764,7456,1981,120.81,In Service,Fujian Xiamen Shpg,Fujian Provincial,Fujian Xiamen Shpg,Unknown,,IFO 380,Diesel 2-Stroke,,576,,5148,Unspec,,,,,,N,7UEC45/115H,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15.6,7.91,20.8,Mitsubishi HI,Japan,China P.R.,199,Containerships,18.5
Tanto Kawan,Fully Cellular Container,6673,8349,2019,119.9,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 4-Stroke,,600,,2560,,,,,,,N,8DKM-28e,DKM,Diesel 4-Stroke,"Feeder 100-1,000",,Daihatsu,11.5,5.2,21.8,Daihatsu,China P.R.,Indonesia,BD1801,Containerships,
Tanto Terima,Fully Cellular Container,6673,8409,2018,119.9,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,,2560,,,,,,,N,8DKM-28e,DKM,Diesel 4-Stroke,"Feeder 100-1,000",,Daihatsu,10.5,5.2,21.8,Daihatsu,China P.R.,Indonesia,BD1707,Containerships,
Tanto Kasih,Fully Cellular Container,6673,8439,2018,119.9,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,,2560,,,,,,,N,8DKM-28e,DKM,Diesel 4-Stroke,"Feeder 100-1,000",,Daihatsu,11.5,5.2,21.8,Daihatsu,China P.R.,Indonesia,BD1708,Containerships,
Tanto Keluarga,Fully Cellular Container,6673,8100,2019,119.9,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 4-Stroke,,600,,2560,,,,,,,N,8DKM-28e,DKM,Diesel 4-Stroke,"Feeder 100-1,000",,Daihatsu,11.5,5.2,21.8,Daihatsu,China P.R.,Indonesia,BD1802,Containerships,
Kanal Mas,Fully Cellular Container,6640,8180,2012,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,763,2059,,,,,,,N,8320ZCd-6,320,Diesel 4-Stroke,"Feeder 100-1,000",,Guangzhou Diesel,13,5.2,21.8,Guangzhou Diesel,China P.R.,Indonesia,BD1201,Containerships,
Warih Mas,Fully Cellular Container,6640,8180,2012,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,763,2059,,,,,,,N,8320ZCd-6,320,Diesel 4-Stroke,"Feeder 100-1,000",,Guangzhou Diesel,13,5.2,21.8,Guangzhou Diesel,China P.R.,Indonesia,BD1202,Containerships,
Umbul Mas,Fully Cellular Container,6640,8180,2012,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,763,2059,,,,,,,N,8320ZCd-6,320,Diesel 4-Stroke,"Feeder 100-1,000",,Guangzhou Diesel,13,5.2,21.8,Guangzhou Diesel,China P.R.,Indonesia,BD1205,Containerships,
Hilir Mas,Fully Cellular Container,6640,8180,2012,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,763,2059,,,,,,,N,8320ZCd-6,320,Diesel 4-Stroke,"Feeder 100-1,000",,Guangzhou Diesel,13,5.2,21.8,Guangzhou Diesel,China P.R.,Indonesia,BD1206,Containerships,
Belik Mas,Fully Cellular Container,6640,8180,2012,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,763,2059,,,,,,,N,8320ZCd-6,320,Diesel 4-Stroke,"Feeder 100-1,000",,Guangzhou Diesel,13,5.2,21.8,Guangzhou Diesel,China P.R.,Indonesia,BD1203,Containerships,
