Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price (NB),Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Mayview Maersk,Fully Cellular Container,194849,196000,2014,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,59360,IFO 380,,,,,185,N,8S80ME-C9.2,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4259,Containerships,
Mogens Maersk,Fully Cellular Container,194849,194679,2014,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4263,Containerships,
Munkebo Maersk,Fully Cellular Container,194849,194690,2014,399.2,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4265,Containerships,
Margrethe Maersk,Fully Cellular Container,194849,195071,2015,399.2,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4267,Containerships,
Mette Maersk,Fully Cellular Container,194849,196000,2015,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4269,Containerships,
Majestic Maersk,Fully Cellular Container,194849,194431,2013,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,18270,9000,59360,IFO 380,,,,,185,N,8S80ME-C9.2,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4251,Containerships,
Marie Maersk,Fully Cellular Container,194849,196000,2013,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,59360,IFO 380,,,,,185,N,8S80ME-C9.2,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4253,Containerships,
Magleby Maersk,Fully Cellular Container,194849,194417,2014,399.2,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,18270,9000,59360,IFO 380,,,,,185,N,8S80ME-C9.2,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4255,Containerships,
Marstal Maersk,Fully Cellular Container,194849,194692,2014,399.2,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,59360,IFO 380,,,,,185,N,8S80ME-C9.2,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4257,Containerships,
Merete Maersk,Fully Cellular Container,194849,196000,2014,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4262,Containerships,
Morten Maersk,Fully Cellular Container,194849,196000,2014,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4264,Containerships,
Maren Maersk,Fully Cellular Container,194849,195118,2014,399.2,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4266,Containerships,
Marchen Maersk,Fully Cellular Container,194849,194898,2015,399.2,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4268,Containerships,
Marit Maersk,Fully Cellular Container,194849,196000,2015,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4270,Containerships,
Mathilde Maersk,Fully Cellular Container,194849,194934,2015,399.9,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,18270,9000,46620,IFO 380,,21.4,,,185,N,7S80ME-C9.4,S80,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,59,MAN Energy Solutions,South Korea,Denmark,4271,Containerships,
MSC Tina,Fully Cellular Container,194308,200148,2017,398.5,In Service,CMB Leasing,China Merchants,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4301,Containerships,
MSC Ditte,Fully Cellular Container,194308,198700,2016,398.45,In Service,BoCom Leasing,BoCom,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,75570,,,,,,,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4297,Containerships,
MSC Mirja,Fully Cellular Container,194308,200148,2016,398.49,In Service,Minsheng Financial,Minsheng Bank,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4299,Containerships,
MSC Reef,Fully Cellular Container,194308,200148,2016,398.4,Repairs,BoCom Leasing,BoCom,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,75570,,,,,,,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59.08,MAN Energy Solutions,South Korea,China P.R.,4298,Containerships,
MSC Rifaya,Fully Cellular Container,193489,202036,2017,399.94,In Service,Quantum Scorpio Box,Quantum Scorpio Box,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19154,9000,60850,,,,,,150,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.8,MAN Energy Solutions,South Korea,Unknown,2157,Containerships,
MSC Diana,Fully Cellular Container,193489,202036,2016,399.94,In Service,Quantum Scorpio Box,Quantum Scorpio Box,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19154,9000,60850,,,,,,155,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.8,MAN Energy Solutions,South Korea,Unknown,2138,Containerships,
MSC Ingy,Fully Cellular Container,193489,202036,2016,399.94,In Service,Quantum Scorpio Box,Quantum Scorpio Box,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19154,9000,60850,,,,,,155,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.8,MAN Energy Solutions,South Korea,Unknown,2139,Containerships,
MSC Eloane,Fully Cellular Container,193489,201792,2016,399.94,In Service,Quantum Scorpio Box,Quantum Scorpio Box,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19154,9000,60850,,,,,,155,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.8,MAN Energy Solutions,South Korea,Unknown,2140,Containerships,
MSC Mirjam,Fully Cellular Container,193489,202376,2016,399.94,In Service,Quantum Scorpio Box,Quantum Scorpio Box,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19154,9000,60850,,,,,,150,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.8,MAN Energy Solutions,South Korea,Unknown,2156,Containerships,
MSC Leanne,Fully Cellular Container,193489,202036,2017,399.94,In Service,Quantum Scorpio Box,Quantum Scorpio Box,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19154,9000,60850,,,,,,150,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.8,MAN Energy Solutions,South Korea,Unknown,2158,Containerships,
MSC Erica,Fully Cellular Container,192237,199272,2016,395.47,Repairs,SFL Corporation,Fredriksen Group,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,75570,,,,,,,N,11G95ME-C9.5,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.6,MAN Energy Solutions,South Korea,Norway,4300,Containerships,
MSC Oscar,Fully Cellular Container,192237,199272,2014,395.47,In Service,BoCom Leasing,BoCom,MSC,Panama,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,140.5,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.6,MAN Energy Solutions,South Korea,China P.R.,4277,Containerships,
MSC Zoe,Fully Cellular Container,192237,199272,2015,395.46,In Service,BoCom Leasing,BoCom,MSC,Panama,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,140.5,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.6,MAN Energy Solutions,South Korea,China P.R.,4279,Containerships,
MSC Maya,Fully Cellular Container,192237,199272,2015,395.4,Repairs,Minsheng Financial,Minsheng Bank,MSC,Panama,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,140,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4280,Containerships,
MSC Clara,Fully Cellular Container,192237,199272,2015,395.4,In Service,Minsheng Financial,Minsheng Bank,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,140,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4282,Containerships,
MSC Jade,Fully Cellular Container,192237,199272,2016,398.45,In Service,Minsheng Financial,Minsheng Bank,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4296,Containerships,
MSC Oliver,Fully Cellular Container,192237,199273,2015,395.47,In Service,BoCom Leasing,BoCom,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,140.5,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.6,MAN Energy Solutions,South Korea,China P.R.,4278,Containerships,
MSC Sveva,Fully Cellular Container,192237,199272,2015,395.4,Repairs,Minsheng Financial,Minsheng Bank,MSC,Panama,Fitted,IFO 380,Diesel 2-Stroke,,19224,9000,62500,,,,,,140,N,11S90ME-C10.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,59,MAN Energy Solutions,South Korea,China P.R.,4281,Containerships,
MSC Anna,Fully Cellular Container,187587,185503,2016,399.98,In Service,SFL Corporation,Fredriksen Group,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19200,18000,75570,,,,,,,N,11G95ME-C9.2,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.6,MAN Energy Solutions,South Korea,Norway,2842,Containerships,
MSC Viviana,Fully Cellular Container,187587,185503,2017,399.98,In Service,SFL Corporation,Fredriksen Group,MSC,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,19200,18000,75570,,,,,,,N,11G95ME-C9.2,G95,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,,16,58.6,MAN Energy Solutions,South Korea,Norway,2843,Containerships,
CSCL Indian Ocean,Fully Cellular Container,187541,184320,2015,399.61,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,19100,18000,56800,,,,,,136.6,N,12S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,14,58.6,MAN Energy Solutions,South Korea,China P.R.,2699,Containerships,195.5
CSCL Globe,Fully Cellular Container,187541,184320,2014,399.67,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,19100,18000,56800,,,,,,136.6,N,12S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,14,58.6,MAN Energy Solutions,South Korea,China P.R.,2696,Containerships,195.5
CSCL Pacific Ocean,Fully Cellular Container,187541,184320,2014,399.67,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,19100,18000,56800,,,,,,136.6,N,12S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,14,58.6,MAN Energy Solutions,South Korea,China P.R.,2697,Containerships,195.5
CSCL Atlantic Ocean,Fully Cellular Container,187541,184320,2015,399.67,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,19100,18000,56800,,,,,,136.6,N,12S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,14,58.6,MAN Energy Solutions,South Korea,China P.R.,2698,Containerships,195.5
CSCL Arctic Ocean,Fully Cellular Container,187541,184320,2015,399.67,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,19100,18000,56800,,,,,,136.6,N,12S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,14.5,58.6,MAN Energy Solutions,South Korea,China P.R.,2700,Containerships,195.5
CMA CGM Alexander Von Humboldt,Fully Cellular Container,176546,186470,2013,395,In Service,CMA CGM,CMA CGM,CMA CGM,Malta,Fitted,IFO 380,Diesel 2-Stroke,,16020,8000,75275,,,,,,165,N,14RT-flex96C,flex96C,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,Wartsila 2-stroke,24.1,16,53.6,CSSC,South Korea,France,4162,Containerships,288
MSC London,Fully Cellular Container,176490,186649,2014,399,In Service,Zodiac Maritime,Zodiac Maritime,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,15908,,59784,,,,,,,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,54,MAN Energy Solutions,South Korea,United Kingdom,1527,Containerships,
MSC Istanbul,Fully Cellular Container,176490,186649,2015,399,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,15908,,59784,,,,,,,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,54,MAN Energy Solutions,South Korea,Singapore,1529,Containerships,
MSC Hamburg,Fully Cellular Container,176490,186650,2015,399,In Service,Zodiac Maritime,Zodiac Maritime,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,15908,,59784,,,,,,,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,54,MAN Energy Solutions,South Korea,United Kingdom,1551,Containerships,
MSC New York,Fully Cellular Container,176490,186649,2014,399,In Service,Zodiac Maritime,Zodiac Maritime,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,15908,,59784,,,,,,,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,54,MAN Energy Solutions,South Korea,United Kingdom,1528,Containerships,
MSC Amsterdam,Fully Cellular Container,176490,186649,2015,399,In Service,Zodiac Maritime,Zodiac Maritime,MSC,Panama,Pending,IFO 380,Diesel 2-Stroke,,15908,,59784,,,,,,,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,54,MAN Energy Solutions,South Korea,United Kingdom,1530,Containerships,
MSC Venice,Fully Cellular Container,176490,186649,2016,399,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,15908,,59784,,,,,,,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,54,MAN Energy Solutions,South Korea,Singapore,1552,Containerships,
CMA CGM Marco Polo,Fully Cellular Container,175343,186470,2012,395,In Service,CMA CGM,CMA CGM,CMA CGM,Bahamas,Fitted,IFO 380,Diesel 2-Stroke,,16020,8000,80080,,,,,,165,N,14RT-flex96C,flex96C,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,Wartsila 2-stroke,24.1,16,53.6,CSSC,South Korea,France,4161,Containerships,288
CMA CGM Jules Verne,Fully Cellular Container,175343,186470,2013,395,In Service,CMA CGM,CMA CGM,CMA CGM,Reg Int. Francais,Fitted,IFO 380,Diesel 2-Stroke,,16020,8000,75275,,,,,,165,N,14RT-flex96C,flex96C,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,Wartsila 2-stroke,24.1,16,53.6,CSSC,South Korea,France,4163,Containerships,288
Emma Maersk,Fully Cellular Container,170794,156907,2006,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,203,Containerships,
Estelle Maersk,Fully Cellular Container,170794,156907,2006,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,204,Containerships,
Ebba Maersk,Fully Cellular Container,170794,156907,2007,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,24.8,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,207,Containerships,
Elly Maersk,Fully Cellular Container,170794,174239,2007,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,24.8,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,208,Containerships,
Eugen Maersk,Fully Cellular Container,170794,174239,2008,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,24.8,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,210,Containerships,
Eleonora Maersk,Fully Cellular Container,170794,174239,2007,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,205,Containerships,
Evelyn Maersk,Fully Cellular Container,170794,156907,2007,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,Fitted,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",20,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,206,Containerships,
Edith Maersk,Fully Cellular Container,170794,156907,2007,397.71,In Service,Maersk,A.P. Moller,Maersk,Danish Int'l,,IFO 380,Hybrid Mech./Elec.,,17816,20800,80080,IFO 380,,24.8,,,,N,"14RT-flex96C, Unknown",flex96C,Hybrid Mech./Elec.,"Post-Panamax 15,000+ TEU",,"Peter Brotherhood, Wartsila 2-stroke",25,15.5,56.4,"CSSC, Peter Brotherhood",Denmark,Denmark,209,Containerships,
APL Singapura,Fully Cellular Container,167659,177408,2013,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S635,Containerships,
APL Fullerton,Fully Cellular Container,166253,177380,2014,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S637,Containerships,
APL Lion City,Fully Cellular Container,166253,177380,2013,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S631,Containerships,
APL Changi,Fully Cellular Container,166253,177380,2013,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S633,Containerships,
APL Temasek,Fully Cellular Container,166253,177380,2013,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S630,Containerships,
APL Raffles,Fully Cellular Container,166253,177380,2013,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S632,Containerships,
APL Vanda,Fully Cellular Container,166253,177380,2013,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S634,Containerships,
APL Merlion,Fully Cellular Container,166253,177300,2014,397.88,In Service,APL,CMA CGM,APL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,17292,9000,63910,,,,,,130,N,11S90ME-C9.2,S90,Diesel 2-Stroke,"Post-Panamax 15,000+ TEU",,MAN B. & W.,23,16,51,MAN Energy Solutions,South Korea,France,S636,Containerships,
COSCO Shipping Himalayas,Fully Cellular Container,154369,153811,2017,366,In Service,COSCO Shipping Lines,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,14500,,49000,,,,,,123.6,N,10S90ME-C10.5,S90,Diesel 2-Stroke,"Neo-Panamax 12-14,999 TEU",,MAN B. & W.,22.5,14,51.2,MAN Energy Solutions,China P.R.,China P.R.,H3020,Containerships,
COSCO Shipping Alps,Fully Cellular Container,154369,153500,2018,366,In Service,COSCO Shipping Lines,China COSCO Shipping,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,14500,,49000,,,,,,123.6,N,10S90ME-C10.5,S90,Diesel 2-Stroke,"Neo-Panamax 12-14,999 TEU",,MAN B. & W.,22.5,14,51.2,MAN Energy Solutions,China P.R.,China P.R.,H3022,Containerships,
