design_number,ship name,efficiency measure number,efficiency_measures,efficiency measure description,design_speed_kts,cargo type,cargo density (te/m3),cargo capacity (t),design_deadweight_te,design deadweight (m3),design_TEUs,design waterline length (m),design_beam_m,design_draught_m,hull depth (m),lightweight (t),design_displacement_t,installed_main_engine_power_kW,design_main_engine_sfc,design_engine_method,main engine mass (t),main engine volume (m3),design engine margin (%),design shaft power (kW),design propeller open water efficiency (%),design propeller pitch over diameter ratio,design thrust deduction,design wake fraction,design propulsion coefficient,design added resistance (kN),design speed loss due to added resistance (kts),design wave resistance,design increase in viscous resestance due to fouling (%),design total resistance (kN),installed_auxiliary_power_kW,design_auxiliary_engine_SFC_gkWhr,total aux engine mass (te),total auxiliary engine volume (m3),number of auxiliary engines,design auxiliary energy (kW),design heat energy (kW),design main engine fuel (tpd),design aux engine fuel (tpd),design heat fuel (tpd),technology mass (t),technology volume (m3),technology unit purchase cost ($),technology annual through life cost ($),block coefficient,midship coefficient,waterplane_coefficient,longitudinal_centre_of_buoyancy,arrangement propeller diameter (m),arrangement bow space length (m),arrangement length of compartments (m),arrangement length of small compartment (m),arrangement bulkhead/cofferdam thickness (m),arrangement total number of compartments,arrangement number of open compartments,arrangement superstructure length (m),arrangement superstructure position,arrangement engine room position,arrangement overall length (m),arrangement deck height (m),arrangement decks in superstructure,arrangement available deck length (m),arrangement superstructure volume (m3),arrangement bow rake from vertical (radians),arrangement stern slope angle (radians),arrangement flare angle (radians),arrangement deadrise angle (radians),arrangement parallel midbody angle (radians),arrangement stern position over waterline,arrangement propeller position over waterline,arrangement after cutup position over waterline,arrangement parallel midbody aft point over waterline,arrangement parallel midbody fwd point over waterline,arrangement propeller clearance from hull over propeller diameter,arrangement propeller clearance from keel over propeller diameter,arrangement overlap between waterline draught and transom (m),arrangement number of propulsors,arrangement clearance between multiple propulsors over propeller diameter,arrangement transom length over beam at stern,design gz at 0 degrees,design gz at 5 degrees,design gz at 10 degrees,design gz at 15 degrees,design gz at 20 degrees,design gz at 25 degrees,design gz at 30 degrees,design gz at 35 degrees,design gz at 40 degrees,design area under gz at 0 degrees,design area under gz at 5 degrees,design area under gz at 10 degrees,design area under gz at 15 degrees,design area under gz at 20 degrees,design area under gz at 25 degrees,design area under gz at 30 degrees,design area under gz at 35 degrees,design area under gz at 40 degrees,water density,profile 1 / design name,profile 1 / design main energy source,profile 1 / design auxiliary energy source,profile 1 / design heat energy source,profile 1 / design profile avg speed,profile 1 / design profile avg shaft power,profile 1 / design profile avg aux engine power,profile 1 / design profile avg heat fuel power,profile 1 / design profile avg main engine fuel,profile 1 / design profile avg aux engine fuel,profile 1 / design profile avg heat fuel,profile 2 name,profile 2 main energy source,profile 2 auxiliary energy source,profile 2 heat energy source,profile 2 avg speed,profile 2 avg shaft power,profile 2 avg aux engine power,profile 2 avg heat fuel power,profile 2 avg main engine fuel,profile 2 avg aux engine fuel,profile 2 avg heat fuel,profile 3 name,profile 3 main energy source,profile 3 auxiliary energy source,profile 3 heat energy source,profile 3 avg speed,profile 3 avg shaft power,profile 3 avg aux engine power,profile 3 avg heat fuel power,profile 3 avg main engine fuel,profile 3 avg aux engine fuel,profile 3 avg heat fuel,profile 4 name,profile 4 main energy source,profile 4 auxiliary energy source,profile 4 heat energy source,profile 4 avg speed,profile 4 avg shaft power,profile 4 avg aux engine power,profile 4 avg heat fuel power,profile 4 avg main engine fuel,profile 4 avg aux engine fuel,profile 4 avg heat fuel,profile 5 name,profile 5 main energy source,profile 5 auxiliary energy source,profile 5 heat energy source,profile 5 avg speed,profile 5 avg shaft power,profile 5 avg aux engine power,profile 5 avg heat fuel power,profile 5 avg main engine fuel,profile 5 avg aux engine fuel,profile 5 avg heat fuel,all profiles avg speed,all profiles avg shaft power,all profiles avg aux engine power,all profiles avg heat fuel power,all profiles avg main engine fuel,all profiles avg aux engine fuel,all profiles avg heat fuel,WSM version number
81,Wet Bulk/Oil/Chemical Ship Size 4,0,none fitted,,14,Wet Bulk,1,46249,46249,46249,1208.570428,171.9818405,31.8,12.83572348,19.16624526,11179.31024,57428.31024,7658.624784,178.324863,Two-stroke 6 Cylinder MAN B&W S50ME-B9.5-TII,294.8570542,268.0518674,0.742718447,5688.201903,66.11722016,0.95,0.212816301,0.33793347,0.798579969,0,0,86.61431439,0,630.7113558,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,24.34434779,5.69199925,0,0,0,0,0,0.804970582,0.998,0.831849994,2.599411647,6.370110775,12.187,30,0.374975075,0.09,6,4,30.37497507,1,1,174.1,2.8,4,143.6350249,10818.35112,0.267035376,0.136135682,0,0,0.251327412,-0.015463575,0.023,0.038,0.044,0.900171441,0.25,0.035,0,1,1,0.965,0,0.203661299,0.483802973,0.795808631,1.103796357,1.37994496,1.603821412,1.76170987,1.84594264,0,0.509153247,2.736967173,7.145503618,13.88403767,22.85288185,33.76216018,46.18554191,59.60894786,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,5099.73279,1125,0,22.01160543,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,203989.3116,45000,0,880.4642172,227.67997,0,0.9.4.8.1 (beta)
82,Wet Bulk/Oil/Chemical Ship Size 4,0,none fitted,,15,Wet Bulk,1,46249,46249,46249,1208.570428,171.9351734,31.8,13.11851912,19.58851444,11428.82614,57677.82614,10194.01684,175.5292702,Two-stroke 5 Cylinder MAN B&W G60ME-C9.5-TII,392.4696485,356.7905895,0.742718447,7571.284355,65.40483101,1,0.212358487,0.323661977,0.771845966,0,0,143.5390328,0,757.3108991,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,31.89556842,5.69199925,0,0,0,0,0,0.79103991,0.998,0.823446992,2.320798193,6.481815051,12.187,30,0.374975075,0.09,6,4,30.37497507,1,1,174.1,2.8,4,143.6350249,10818.35112,0.267035376,0.136135682,0,0,0.251327412,-0.016358916,0.023,0.038,0.044,0.891619401,0.25,0.035,0,1,1,0.965,0,0.181496775,0.437855786,0.728028768,1.018450791,1.282549916,1.500258085,1.65752362,1.745825713,0,0.453741938,2.455865277,6.465216126,12.65148694,20.95011569,31.11351048,42.75860995,55.41079233,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,13.365,6630.705829,1125,0,28.20238557,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,534.6,265228.2332,45000,0,1128.095423,227.67997,0,0.9.4.8.1 (beta)
83,Wet Bulk/Oil/Chemical Ship Size 4,0,none fitted,,16,Wet Bulk,1,46249,46249,46249,1208.570428,171.8864179,31.8,13.41396963,20.02967984,11689.20899,57938.20899,13420.10807,174.6253144,Two-stroke 5 Cylinder MAN B&W G70ME-C9.5-TII,516.6741609,469.7037826,0.742718447,9967.361822,65.34502795,1.1,0.211893383,0.309127709,0.75325867,0,0,224.6409292,0,912.1571162,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,41.7732886,5.69199925,0,0,0,0,0,0.777109237,0.998,0.815466563,2.042184739,6.598518005,12.187,30,0.374975075,0.09,6,4,30.37497507,1,1,174.1,2.8,4,143.6350249,10818.35112,0.267035376,0.136135682,0,0,0.251327412,-0.017254257,0.023,0.038,0.044,0.883067361,0.25,0.035,0,1,1,0.965,0,0.159667402,0.39227128,0.660396301,0.932863691,1.184421342,1.395435166,1.551582096,1.643545134,0,0.399168506,2.178183717,5.790530871,11.4246716,19.05004341,28.46073804,39.31686911,51.18364243,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,14.256,8490.038422,1125,0,35.97701045,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,570.24,339601.5369,45000,0,1439.080418,227.67997,0,0.9.4.8.1 (beta)
84,Wet Bulk/Oil/Chemical Ship Size 4,0,none fitted,,17,Wet Bulk,1,46249,46249,46249,1208.570428,171.8354325,31.8,13.72293356,20.49102341,11961.161,58210.161,17767.01811,177.5692892,Two-stroke 6 Cylinder MAN B&W G70ME-C9.5-TII,684.0301974,621.845634,0.742718447,13195.89209,64.74096452,1.2,0.211420325,0.294579343,0.729058459,0,0,335.1657214,0,1100.062748,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,56.23644431,5.69199925,0,0,0,0,0,0.763178564,0.998,0.806468507,1.763571286,6.720558758,12.187,30,0.374975075,0.09,6,4,30.37497507,1,1,174.1,2.8,4,143.6350249,10818.35112,0.267035376,0.136135682,0,0,0.251327412,-0.018149598,0.023,0.038,0.044,0.874515321,0.25,0.035,0,1,1,0.965,0,0.138115102,0.346934092,0.592739602,0.846808476,1.085279321,1.289021354,1.443504922,1.53867412,0,0.345287755,1.903198493,5.119717957,10.20043716,17.14767784,25.79662783,35.8504969,46.91470681,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,15.147,10940.67962,1125,0,47.21688777,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,605.88,437627.1849,45000,0,1888.675511,227.67997,0,0.9.4.8.1 (beta)
85,Wet Bulk/Oil/Chemical Ship Size 5,0,none fitted,,13,Wet Bulk,1,72790,72790,72790,1902.134997,216.2049501,32.6,14.8855398,21.5204863,16673.21788,89463.21788,8611.938861,177.1692006,Two-stroke 6 Cylinder MAN B&W G50ME-B9.5-TII,331.5596461,301.4178601,0.742718447,6396.245853,58.65444648,0.7,0.199140084,0.371013857,0.761279544,0,0,69.85862338,0,728.1003285,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,27.19722636,5.69199925,0,0,0,0,0,0.838529657,0.998,0.967638667,3.270593133,7.179788221,15.33,30,0.762711864,0.09,7,5,30.76271186,1,1,219,2.8,4,188.1472881,11232.08136,0.267035376,0.136135682,0,0,0.251327412,-0.013306693,0.023,0.038,0.044,0.920773356,0.25,0.035,0,1,1,0.965,0,0.152285437,0.36835119,0.615200863,0.865753103,1.098414077,1.29665128,1.448569127,1.54648672,0,0.380713593,2.063018754,5.442776862,10.68316394,17.75796465,26.49166323,36.59634245,47.70540489,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,11.583,5825.452185,1125,0,24.95975626,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,463.32,233018.0874,45000,0,998.3902504,227.67997,0,0.9.4.8.1 (beta)
86,Wet Bulk/Oil/Chemical Ship Size 5,0,none fitted,,14,Wet Bulk,1,72790,72790,72790,1902.134997,216.1529217,32.6,15.16262647,21.92107909,16988.6802,89778.6802,10945.6347,175.7686186,Two-stroke 8 Cylinder MAN B&W G50ME-B9.5-TII,421.4069358,383.0972144,0.742718447,8129.524799,60.96279565,0.8,0.198744071,0.356244453,0.771830362,0,0,119.4043328,0,871.2128124,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,34.29396825,5.69199925,0,0,0,0,0,0.826108861,0.998,0.966684336,3.02217722,7.289237458,15.33,30,0.762711864,0.09,7,5,30.76271186,1,1,219,2.8,4,188.1472881,11232.08136,0.267035376,0.136135682,0,0,0.251327412,-0.014104992,0.023,0.038,0.044,0.91314823,0.25,0.035,0,1,1,0.965,0,0.132238455,0.328263093,0.556915588,0.792368342,1.013769591,1.204889883,1.353770354,1.452373233,0,0.330596137,1.812446141,4.846050573,9.611549366,16.10781505,24.18888772,33.59776302,43.99754787,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,7182.277295,1125,0,30.56539376,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,287291.0918,45000,0,1222.61575,227.67997,0,0.9.4.8.1 (beta)
87,Wet Bulk/Oil/Chemical Ship Size 5,0,none fitted,,15,Wet Bulk,1,72790,72790,72790,1902.134997,216.0989302,32.6,15.45016816,22.33678701,17315.78123,90105.78123,14299.25513,175.5862205,Two-stroke 7 Cylinder MAN B&W G60ME-C9.5-TII,550.5213224,500.4739295,0.742718447,10620.32056,61.02637551,0.85,0.198343834,0.341071117,0.753501418,0,0,186.7165441,0,1037.040484,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,44.75476672,5.69199925,0,0,0,0,0,0.813688065,0.998,0.962345141,2.773761307,7.402816421,15.33,30,0.762711864,0.09,7,5,30.76271186,1,1,219,2.8,4,188.1472881,11232.08136,0.267035376,0.136135682,0,0,0.251327412,-0.014903292,0.023,0.038,0.044,0.905523103,0.25,0.035,0,1,1,0.965,0,0.112291418,0.288187109,0.498417089,0.718452288,0.928222474,1.111835581,1.257298874,1.356242378,0,0.280728545,1.562653408,4.249631675,8.537847841,14.45066546,21.87136678,30.57379188,40.25089219,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,13.365,9199.801492,1125,0,39.149988,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,534.6,367992.0597,45000,0,1565.99952,227.67997,0,0.9.4.8.1 (beta)
88,Wet Bulk/Oil/Chemical Ship Size 5,0,none fitted,,16,Wet Bulk,1,72790,72790,72790,1902.134997,216.0428634,32.6,15.7487618,22.7684731,17655.15702,90445.15702,18704.74349,174.4987443,Two-stroke 7 Cylinder MAN B&W G70ME-C9.5-TII,720.1326242,654.666022,0.742718447,13892.35803,60.62159975,0.9,0.197938949,0.325798577,0.730095228,0,0,277.7964752,0,1232.255498,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,58.18077675,5.69199925,0,0,0,0,0,0.80126727,0.998,0.957236546,2.525345395,7.520760911,15.33,30,0.762711864,0.09,7,5,30.76271186,1,1,219,2.8,4,188.1472881,11232.08136,0.267035376,0.136135682,0,0,0.251327412,-0.015701591,0.023,0.038,0.044,0.897897977,0.25,0.035,0,1,1,0.965,0,0.092404945,0.248044888,0.439588692,0.643850824,0.84158229,1.017263002,1.158896009,1.257804046,0,0.231012363,1.313149308,3.65234548,7.459916001,12.78312584,19.5341948,27.51774983,36.45673999,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,14.256,11815.11609,1125,0,50.01994383,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,570.24,472604.6436,45000,0,2000.797753,227.67997,0,0.9.4.8.1 (beta)
89,Wet Bulk/Oil/Chemical Ship Size 5,0,none fitted,,17,Wet Bulk,1,72790,72790,72790,1902.134997,215.9846007,32.6,16.05905012,23.21706654,18007.48979,90797.48979,24137.88449,173.3102695,Two-stroke 7 Cylinder MAN B&W G80ME-C9.5-TII,929.3085529,844.8259572,0.742718447,17927.65207,60.66804122,1,0.197528989,0.310697322,0.713066444,0,0,397.3689552,0,1461.738762,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,74.56910911,5.69199925,0,0,0,0,0,0.788846474,0.998,0.951801279,2.276929482,7.643324798,15.33,30,0.762711864,0.09,7,5,30.76271186,1,1,219,2.8,4,188.1472881,11232.08136,0.267035376,0.136135682,0,0,0.251327412,-0.01649989,0.023,0.038,0.044,0.89027285,0.25,0.035,0,1,1,0.965,0,0.072536778,0.207752368,0.380305222,0.568398608,0.753644745,0.920930373,1.058284253,1.156747011,0,0.181341945,1.063406756,3.052931651,6.375454281,11.10155918,17.17210884,24.42247134,32.60576013,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,15.147,14950.73647,1125,0,62.93754304,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,605.88,598029.459,45000,0,2517.501722,227.67997,0,0.9.4.8.1 (beta)
90,Wet Bulk/Oil/Chemical Ship Size 6,0,none fitted,,13,Wet Bulk,1,109485,109485,109485,2861.042041,233.9449846,42.6,15.1934949,21.73826666,19950.69397,129435.694,11705.77433,177.7513675,Two-stroke 8 Cylinder MAN B&W G50ME-B9.5-TII,450.6723119,409.7021017,0.742718447,8694.09453,55.94328954,0.75,0.217515572,0.382584616,0.721081188,0,0,80.48140899,0,937.4118552,1764.705882,210.814787,7.323529412,9.529411765,1,1500,0,37.08929261,7.589332333,0,0,0,0,0,0.844421043,0.998,0.986065614,3.388420859,7.301430484,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,14449.60061,0.267035376,0.136135682,0,0,0.251327412,-0.012928046,0.023,0.038,0.044,0.924390078,0.25,0.035,0,1,1,0.965,0,0.512241527,1.10415607,1.696124865,2.230631728,2.669465089,2.990921367,3.187010118,3.260661396,0,1.280603816,6.602201624,16.36329414,30.42049778,48.24731914,69.071948,91.99408013,116.0807842,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,11.583,7775.006948,1500,0,33.43872184,7.589332333,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,463.32,311000.2779,60000,0,1337.548874,303.5732933,0,0.9.4.8.1 (beta)
91,Wet Bulk/Oil/Chemical Ship Size 6,0,none fitted,,14,Wet Bulk,1,109485,109485,109485,2861.042041,233.9114987,42.6,15.45373225,22.11060423,20301.83919,129786.8392,15086.09678,177.2079487,Two-stroke 7 Cylinder MAN B&W G60ME-C9.5-TII,580.814726,528.0133872,0.742718447,11204.72236,56.99650268,0.85,0.217103227,0.371913196,0.720733065,0,0,145.1257064,0,1121.276658,1764.705882,210.814787,7.323529412,9.529411765,1,1500,0,47.65358079,7.589332333,0,0,0,0,0,0.832453431,0.998,0.985493352,3.149068618,7.404224238,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,14449.60061,0.267035376,0.136135682,0,0,0.251327412,-0.013697219,0.023,0.038,0.044,0.917043161,0.25,0.035,0,1,1,0.965,0,0.48394502,1.051294777,1.62382094,2.14468467,2.575753711,2.894920845,3.093424165,3.173169576,0,1.20986255,6.257824595,15.57385083,29.05466721,46.21747483,66.3335455,88.54171014,111.9417549,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,9723.196052,1500,0,41.74820044,7.589332333,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,388927.8421,60000,0,1669.928018,303.5732933,0,0.9.4.8.1 (beta)
92,Wet Bulk/Oil/Chemical Ship Size 6,0,none fitted,,15,Wet Bulk,1,109485,109485,109485,2861.042041,233.8768471,42.6,15.72302876,22.49590329,20665.13197,130150.132,20178.32365,173.8590363,Two-stroke 6 Cylinder MAN B&W S80ME-C9.5-TII,776.8654605,706.2413277,0.742718447,14986.8132,56.01462954,0.9,0.216687137,0.360512677,0.694030939,0,0,245.1031446,0,1347.913852,1764.705882,210.814787,7.323529412,9.529411765,1,1500,0,62.53422959,7.589332333,0,0,0,0,0,0.820485819,0.998,0.984917495,2.909716376,7.51059636,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,14449.60061,0.267035376,0.136135682,0,0,0.251327412,-0.014466392,0.023,0.038,0.044,0.909696244,0.25,0.035,0,1,1,0.965,0,0.456260623,0.999346054,1.552506311,2.059656418,2.482808994,2.79950824,3.00026576,3.08599867,0,1.140651557,5.920319806,14.79831585,27.70998845,44.21529302,63.6281086,85.1263142,107.8426397,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,13.365,12591.63142,1500,0,53.13671786,7.589332333,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,534.6,503665.257,60000,0,2125.468715,303.5732933,0,0.9.4.8.1 (beta)
93,Wet Bulk/Oil/Chemical Ship Size 6,0,none fitted,,16,Wet Bulk,1,109485,109485,109485,2861.042041,233.8409682,42.6,16.00186335,22.89484908,21041.19752,130526.1975,26171.07078,174.4743812,Two-stroke 5 Cylinder MAN B&W G95ME-C9.5-TII,1007.586225,915.9874772,0.742718447,19437.73703,55.73290124,1,0.2162669,0.348553761,0.676202268,0,0,361.9306103,0,1596.862835,1764.705882,210.814787,7.323529412,9.529411765,1,1500,0,81.39329139,7.589332333,0,0,0,0,0,0.808518207,0.998,0.980438932,2.670364135,7.620736024,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,14449.60061,0.267035376,0.136135682,0,0,0.251327412,-0.015235565,0.023,0.038,0.044,0.902349327,0.25,0.035,0,1,1,0.965,0,0.429156026,0.948245547,1.482085063,1.9754202,2.390474241,2.704498075,2.907322021,2.99890997,0,1.072890064,5.589284062,14.03572446,26.38470027,42.23798687,60.95160326,81.7423987,103.7762837,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,14.256,15993.16294,1500,0,67.82189168,7.589332333,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,570.24,639726.5174,60000,0,2712.875667,303.5732933,0,0.9.4.8.1 (beta)
94,Wet Bulk/Oil/Chemical Ship Size 6,0,none fitted,,17,Wet Bulk,1,109485,109485,109485,2861.042041,233.8037959,42.6,16.29074906,23.30817562,21430.70387,130915.7039,34592.88336,176.334653,Two-stroke 7 Cylinder MAN B&W S90ME-C10.5-TII,1331.82601,1210.750918,0.742718447,25692.7726,54.25159922,1.05,0.215842113,0.336215162,0.644190475,0,0,518.5522319,0,1892.524983,1764.705882,210.814787,7.323529412,9.529411765,1,1500,0,108.7326274,7.589332333,0,0,0,0,0,0.796550595,0.998,0.975683738,2.431011893,7.73484588,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,14449.60061,0.267035376,0.136135682,0,0,0.251327412,-0.016004737,0.023,0.038,0.044,0.89500241,0.25,0.035,0,1,1,0.965,0,0.402596688,0.897924466,1.412454673,1.891840515,2.298581963,2.609692107,2.81436541,2.911648335,0,1.00649172,5.264286327,13.28504534,25.07691999,40.28257748,58.29971756,78.38409162,99.7350395,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,15.147,20743.06202,1500,0,89.01673544,7.589332333,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,605.88,829722.481,60000,0,3560.669418,303.5732933,0,0.9.4.8.1 (beta)
95,Wet Bulk/Oil/Chemical Ship Size 7,0,none fitted,,14,Wet Bulk,1,159356,159356,159356,4164.261912,232.975087,48.5,19.48886588,26.78530321,26988.24243,186344.2424,18258.91595,178.4401443,Two-stroke 6 Cylinder MAN B&W G70ME-C9.5-TII,702.9682642,639.0620583,0.742718447,13561.23369,57.48338501,0.65,0.224840263,0.343780468,0.692221287,0,0,109.98323,0,1303.411011,2205.882353,200.2028319,9.154411765,11.91176471,1,1875,0,58.07684393,9.009127437,0,0,0,0,0,0.832453431,0.998,0.976008243,3.149068618,8.998102021,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,16450.83637,0.267035376,0.136135682,0,0,0.251327412,-0.013697219,0.023,0.038,0.044,0.917043161,0.25,0.035,0,1,1,0.965,0,0.485220238,1.058924085,1.641310474,2.17540248,2.623949989,2.966334018,3.195473233,3.31473316,0,1.213050595,6.286461999,15.68435861,29.32941718,46.76630456,67.30188954,90.12224272,114.3864418,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,12308.6847,1875,0,53.11030576,9.009127437,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,492347.388,75000,0,2124.41223,360.3650975,0,0.9.4.8.1 (beta)
96,Wet Bulk/Oil/Chemical Ship Size 7,0,none fitted,,15,Wet Bulk,1,159356,159356,159356,4164.261912,232.9248137,48.5,19.82383942,27.24568751,27466.128,186822.128,23205.27555,173.4471731,Two-stroke 7 Cylinder MAN B&W S80ME-C9.5-TII,893.4031086,812.1846442,0.742718447,17234.98621,58.49537095,0.7,0.224387217,0.334126238,0.693229377,0,0,201.0398671,0,1548.32423,2205.882353,200.2028319,9.154411765,11.91176471,1,1875,0,71.74463127,9.009127437,0,0,0,0,0,0.820485819,0.998,0.975233527,2.909716376,9.13041657,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,16450.83637,0.267035376,0.136135682,0,0,0.251327412,-0.014466392,0.023,0.038,0.044,0.909696244,0.25,0.035,0,1,1,0.965,0,0.45579813,1.00640494,1.571436014,2.093387836,2.534522846,2.873756179,3.103544634,3.226778396,0,1.139495326,5.934498328,14.89511306,27.98576272,44.78900902,64.6460137,86.77365618,110.3583253,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,13.365,15211.78979,1875,0,63.87737487,9.009127437,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,534.6,608471.5917,75000,0,2555.094995,360.3650975,0,0.9.4.8.1 (beta)
97,Wet Bulk/Oil/Chemical Ship Size 7,0,none fitted,,16,Wet Bulk,1,159356,159356,159356,4164.261912,232.8727827,48.5,20.17052535,27.7221692,27960.69139,187316.6914,30818.81339,173.9241765,Two-stroke 6 Cylinder MAN B&W G95ME-C9.5-TII,1186.524316,1078.658469,0.742718447,22889.70121,57.23649901,0.7,0.223930162,0.323797373,0.666811591,0,0,344.1408859,0,1854.336522,2205.882353,200.2028319,9.154411765,11.91176471,1,1875,0,95.54573839,9.009127437,0,0,0,0,0,0.808518207,0.998,0.974457905,2.670364135,9.267357512,16.513,30,0.285044865,0.09,8,6,30.28504487,1,1,235.9,2.8,4,205.5249551,16450.83637,0.267035376,0.136135682,0,0,0.251327412,-0.015235565,0.023,0.038,0.044,0.902349327,0.25,0.035,0,1,1,0.965,0,0.426821201,0.954479445,1.502117273,2.011785889,2.445317169,2.781197398,3.011443267,3.138480674,0,1.067053003,5.587357621,14.11504803,26.65509912,42.82732148,62.00690082,83.44149598,106.344914,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,14.256,19586.50315,1875,0,82.60574732,9.009127437,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,570.24,783460.1261,75000,0,3304.229893,360.3650975,0,0.9.4.8.1 (beta)
